"WID","login_count","level"
W13484,10,6
W13485,7,8
W13486,4,6
W13487,218,43
W13488,11,5
W13489,2907,51
W13490,2,1
W13491,21,10
W13492,18,14
W13493,28,18
W13494,4,1
W13495,63,12
W13496,27,12
W13497,35,19
W13498,13,13
W13499,148,44
W13500,2,1
W13501,4,9
W13502,18,12
W13503,132,30
W13504,13,21
W13505,226,29
W13506,3,1
W13507,70,18
W13508,55,22
W13509,3,1
W13510,19,11
W13511,98,29
W13512,107,31
W13513,48,19
W13514,61,28
W13515,492,34
W13516,5,1
W13517,8,8
W13518,738,45
W13519,23,1
W13520,5,13
W13521,12,13
W13522,19,16
W13523,4,1
W13524,13,3
W13525,14,13
W13526,17,11
W13527,18,15
W13528,7,10
W13529,6,6
W13530,18,5
W13531,5,1
W13532,51,22
W13533,7,1
W13534,7,5
W13535,11,15
W13536,79,25
W13537,354,22
W13538,12,12
W13539,5,6
W13540,3435,61
W13541,8,2
W13542,35,17
W13543,15,17
W13544,3,1
W13545,9,4
W13546,35,23
W13547,729,33
W13548,2,1
W13549,2,1
W13550,30,15
W13551,17,6
W13552,5,1
W13553,1,1
W13554,7,1
W13555,4,6
W13556,274,34
W13557,32,10
W13558,1,1
W13559,7,12
W13560,24,14
W13561,2,1
W13562,5,1
W13563,6,1
W13564,225,34
W13565,9,17
W13566,2,4
W13567,6,15
W13568,21,14
W13569,7,7
W13570,6,3
W13571,1,1
W13572,7,8
W13573,6,1
W13574,3,2
W13575,1,1
W13576,6,12
W13577,10,16
W13578,38,14
W13579,2,3
W13580,328,46
W13581,177,29
W13582,2,1
W13583,2,1
W13584,16,24
W13585,6,1
W13586,12,11
W13587,2,1
W13588,10,1
W13589,7,1
W13590,15,12
W13591,72,36
W13592,14,8
W13593,6,5
W13594,54,21
W13595,6,2
W13596,19,12
W13597,72,24
W13598,176,32
W13599,3,1
W13600,2,1
W13601,5,6
W13602,46,26
W13603,3,4
W13604,57,31
W13605,2,1
W13606,5,7
W13607,19,10
W13608,2,1
W13609,54,5
W13610,1,1
W13611,2,1
W13612,4,7
W13613,21,8
W13614,3,1
W13615,2,1
W13616,626,48
W13617,3,1
W13618,13,8
W13619,87,28
W13620,349,54
W13621,4,6
W13622,9,9
W13623,241,34
W13624,5,16
W13625,5,1
W13626,30,17
W13627,3,1
W13628,39,8
W13629,32,13
W13630,285,32
W13631,1,1
W13632,12,6
W13633,48,23
W13634,4,5
W13635,23,17
W13636,65,28
W13637,3,1
W13638,75,24
W13639,2,6
W13640,11,6
W13641,35,17
W13642,3,1
W13643,6,7
W13644,19,10
W13645,11,5
W13646,3,1
W13647,9,9
W13648,8,16
W13649,5,1
W13650,9,2
W13651,6,13
W13652,16,10
W13653,6888,65
W13654,10,12
W13655,61,10
W13656,32,18
W13657,33,21
W13658,4,4
W13659,8,3
W13660,6,9
W13661,10,14
W13662,47,19
W13663,35,18
W13664,26,24
W13665,5,4
W13666,1,1
W13667,457,27
W13668,14,11
W13669,2,1
W13670,1,1
W13671,6,10
W13672,5,6
W13673,7,8
W13674,8,9
W13675,901,48
W13676,5,1
W13677,167,28
W13678,8,6
W13679,11,13
W13680,19,16
W13681,3,1
W13682,5,1
W13683,8,1
W13684,117,31
W13685,115,26
W13686,287,38
W13687,4,2
W13688,12,5
W13689,59,22
W13690,13,16
W13691,2,1
W13692,11,12
W13693,193,31
W13694,64,18
W13695,570,43
W13696,8,10
W13697,3,1
W13698,4,9
W13699,14,10
W13700,6,2
W13701,18,16
W13702,24,13
W13703,13,8
W13704,3,5
W13705,20,20
W13706,14,12
W13707,4,2
W13708,101,22
W13709,9,2
W13710,29,14
W13711,16,2
W13712,18,8
W13713,19,11
W13714,5,1
W13715,20,11
W13716,9,7
W13717,11,6
W13718,4,1
W13719,16,1
W13720,25,19
W13721,8,1
W13722,173,10
W13723,9,1
W13724,8,1
W13725,7,1
W13726,49,13
W13727,4,1
W13728,8,2
W13729,14,16
W13730,19,6
W13731,548,43
W13732,4,1
W13733,35,10
W13734,5,1
W13735,363,40
W13736,3,1
W13737,2,1
W13738,32,18
W13739,27,19
W13740,10,1
W13741,16,23
W13742,1,1
W13743,5,6
W13744,5,1
W13745,3,4
W13746,29,10
W13747,10,3
W13748,157,8
W13749,2,1
W13750,4,1
W13751,22,11
W13752,23,16
W13753,11,9
W13754,1,1
W13755,5,1
W13756,83,17
W13757,8,10
W13758,63,29
W13759,9,1
W13760,7,10
W13761,8,13
W13762,5,1
W13763,50,21
W13764,13,16
W13765,1,1
W13766,2,5
W13767,36,15
W13768,38,25
W13769,4,5
W13770,42,21
W13771,4,4
W13772,6,1
W13773,7,6
W13774,1,1
W13775,7,6
W13776,1,1
W13777,33,14
W13778,76,41
W13779,2,6
W13780,7,1
W13781,7,10
W13782,99,32
W13783,1,1
W13784,1,1
W13785,53,20
W13786,5,8
W13787,275,41
W13788,37,17
W13789,25,17
W13790,27,25
W13791,13,5
W13792,3,6
W13793,4,1
W13794,4,1
W13795,175,30
W13796,24,18
W13797,3,9
W13798,10,11
W13799,25,17
W13800,5,1
W13801,191,30
W13802,5,1
W13803,1,1
W13804,1,1
W13805,3,6
W13806,24,18
W13807,11,1
W13808,13,15
W13809,126,27
W13810,732,64
W13811,39,14
W13812,10,8
W13813,94,26
W13814,62,21
W13815,69,26
W13816,2,10
W13817,7,8
W13818,3,8
W13819,51,28
W13820,30,26
W13821,29,26
W13822,219,44
W13823,96,15
W13824,20,7
W13825,12,1
W13826,2,1
W13827,94,11
W13828,5,6
W13829,43,16
W13830,189,25
W13831,19,1
W13832,5,1
W13833,152,37
W13834,3,1
W13835,10,10
W13836,9,4
W13837,4,2
W13838,7,7
W13839,10,18
W13840,2,1
W13841,5,10
W13842,2,1
W13843,5,1
W13844,3,2
W13845,1,1
W13846,11,16
W13847,1,1
W13848,19,1
W13849,55,24
W13850,9,2
W13851,5,1
W13852,5,1
W13853,3,1
W13854,4,1
W13855,869,40
W13856,5,1
W13857,4,1
W13858,30,22
W13859,34,14
W13860,6,1
W13861,2,1
W13862,4,1
W13863,135,20
W13864,4,6
W13865,13,3
W13866,29,12
W13867,15,4
W13868,1,1
W13869,29,17
W13870,38,9
W13871,7,1
W13872,25,3
W13873,3,1
W13874,2,1
W13875,4,1
W13876,218,28
W13877,24,13
W13878,1,1
W13879,10,15
W13880,5,1
W13881,35,19
W13882,1,1
W13883,21,19
W13884,64,26
W13885,10,5
W13886,4,1
W13887,3,1
W13888,65,23
W13889,16,10
W13890,1,1
W13891,1,1
W13892,12,2
W13893,7,5
W13894,4,2
W13895,5,4
W13896,1,1
W13897,37,19
W13898,22,11
W13899,3,1
W13900,2,6
W13901,4,1
W13902,3,2
W13903,12,10
W13904,3,1
W13905,7,2
W13906,11,1
W13907,179,39
W13908,55,16
W13909,2,1
W13910,35,18
W13911,149,32
W13912,1,1
W13913,2,1
W13914,1955,60
W13915,1,1
W13916,132,1
W13917,4,1
W13918,6,1
W13919,3,1
W13920,5,6
W13921,26,11
W13922,5,9
W13923,51,31
W13924,49,15
W13925,10,11
W13926,3,1
W13927,35,7
W13928,201,9
W13929,199,25
W13930,15,19
W13931,49,11
W13932,4,1
W13933,36,16
W13934,9,13
W13935,18,1
W13936,1,1
W13937,15,11
W13938,5,1
W13939,3,1
W13940,11,12
W13941,13,9
W13942,39,19
W13943,44,12
W13944,66,18
W13945,24,16
W13946,11,17
W13947,179,34
W13948,11,1
W13949,303,40
W13950,15,15
W13951,566,51
W13952,8,1
W13953,13,7
W13954,38,21
W13955,4,4
W13956,44,18
W13957,3,6
W13958,4,13
W13959,18,16
W13960,28,6
W13961,39,29
W13962,36,27
W13963,10,10
W13964,5,1
W13965,4,3
W13966,10,1
W13967,12,18
W13968,18,18
W13969,43,16
W13970,1,1
W13971,3,2
W13972,9,9
W13973,5,13
W13974,36,16
W13975,5,13
W13976,2,1
W13977,5,7
W13978,7,1
W13979,3,1
W13980,18,11
W13981,2,1
W13982,2,1
W13983,2,4
W13984,5,1
W13985,300,37
W13986,17,11
W13987,16,1
W13988,8,1
W13989,4,1
W13990,1,1
W13991,23,10
W13992,15,11
W13993,14,10
W13994,13,11
W13995,11,17
W13996,9,1
W13997,9,9
W13998,2,1
W13999,75,26
W14000,3,1
W14001,40,17
W14002,8,2
W14003,84,10
W14004,7,6
W14005,2,1
W14006,1,1
W14007,150,32
W14008,9,5
W14009,19,17
W14010,15,12
W14011,21,13
W14012,1,1
W14013,617,49
W14014,17,6
W14015,2,1
W14016,5,6
W14017,38,14
W14018,217,35
W14019,36,16
W14020,86,22
W14021,142,23
W14022,5,1
W14023,3,8
W14024,5,11
W14025,124,26
W14026,1,1
W14027,10,13
W14028,1,1
W14029,6,6
W14030,236,45
W14031,3,2
W14032,16,14
W14033,3,1
W14034,8,6
W14035,4,1
W14036,4,1
W14037,7,6
W14038,19,10
W14039,3,8
W14040,2,5
W14041,133,24
W14042,50,16
W14043,10,1
W14044,2,7
W14045,5,3
W14046,26,18
W14047,171,26
W14048,342,19
W14049,3,1
W14050,10,20
W14051,71,21
W14052,4,1
W14053,3,8
W14054,5,5
W14055,119,28
W14056,10,21
W14057,3,1
W14058,5,1
W14059,9,13
W14060,36,18
W14061,5,8
W14062,57,19
W14063,2,1
W14064,55,28
W14065,7,10
W14066,21,19
W14067,3,1
W14068,3,1
W14069,43,29
W14070,28,18
W14071,3,1
W14072,17,16
W14073,10,14
W14074,26,1
W14075,34,2
W14076,5,7
W14077,15,21
W14078,10,5
W14079,7,13
W14080,5,2
W14081,14,10
W14082,1787,37
W14083,18,12
W14084,1,1
W14085,1,1
W14086,21,6
W14087,8,1
W14088,4,1
W14089,1,1
W14090,3,1
W14091,2,1
W14092,6,1
W14093,7,5
W14094,7,5
W14095,4,1
W14096,70,20
W14097,451,36
W14098,3,1
W14099,6,1
W14100,6,1
W14101,4,1
W14102,6,6
W14103,33,17
W14104,6,4
W14105,2,1
W14106,8,1
W14107,160,18
W14108,1,1
W14109,6,11
W14110,2,6
W14111,2,3
W14112,1,1
W14113,1627,51
W14114,5,4
W14115,12,5
W14116,6,5
W14117,24,6
W14118,817,45
W14119,33,4
W14120,13,12
W14121,7,5
W14122,5,1
W14123,12,4
W14124,80,24
W14125,10,11
W14126,7,9
W14127,32,7
W14128,745,46
W14129,88,27
W14130,49,1
W14131,46,14
W14132,1,1
W14133,141,35
W14134,1,1
W14135,901,41
W14136,86,30
W14137,2,1
W14138,211,30
W14139,587,33
W14140,3,1
W14141,38,17
W14142,3,1
W14143,1,1
W14144,5,4
W14145,30,6
W14146,6,2
W14147,1,1
W14148,15,14
W14149,7,1
W14150,216,35
W14151,117,18
W14152,64,24
W14153,435,39
W14154,193,18
W14155,2,1
W14156,103,23
W14157,19,4
W14158,4,1
W14159,9,6
W14160,23,9
W14161,5,6
W14162,3,1
W14163,5,1
W14164,37,22
W14165,26,1
W14166,1,1
W14167,18,9
W14168,2,1
W14169,1,1
W14170,3,1
W14171,1,1
W14172,5,5
W14173,4,6
W14174,127,32
W14175,327,32
W14176,1,1
W14177,6,10
W14178,5,1
W14179,34,18
W14180,20,16
W14181,4,5
W14182,11,8
W14183,1,1
W14184,32,21
W14185,15,16
W14186,792,58
W14187,3,1
W14188,1,1
W14189,56,14
W14190,36,16
W14191,3,2
W14192,7,1
W14193,2,1
W14194,9,5
W14195,8,8
W14196,84,16
W14197,27,11
W14198,8,1
W14199,5,2
W14200,1,1
W14201,5,1
W14202,53,28
W14203,7,2
W14204,7,1
W14205,48,7
W14206,15,10
W14207,21,10
W14208,2,1
W14209,8,11
W14210,5,1
W14211,2,1
W14212,3056,64
W14213,24,26
W14214,21,9
W14215,3,5
W14216,23,7
W14217,3,1
W14218,2,6
W14219,10,9
W14220,3,1
W14221,2,1
W14222,7,15
W14223,3,5
W14224,24,22
W14225,7,2
W14226,2,1
W14227,7,1
W14228,2,1
W14229,10,12
W14230,145,28
W14231,11,10
W14232,40,23
W14233,17,9
W14234,2,1
W14235,18,6
W14236,22,13
W14237,5,3
W14238,10,8
W14239,5,7
W14240,127,21
W14241,2,3
W14242,143,27
W14243,36,21
W14244,2,1
W14245,8,8
W14246,12,13
W14247,58,28
W14248,21,11
W14249,2,1
W14250,2,1
W14251,5,1
W14252,163,10
W14253,14,14
W14254,55,6
W14255,264,42
W14256,8,3
W14257,39,27
W14258,26,16
W14259,1,1
W14260,2,1
W14261,2,1
W14262,1,1
W14263,1,1
W14264,255,40
W14265,88,26
W14266,24,19
W14267,4,1
W14268,4,3
W14269,3,1
W14270,9,3
W14271,16,19
W14272,9,16
W14273,19,5
W14274,37,20
W14275,1,1
W14276,1,1
W14277,3,1
W14278,17,14
W14279,176,25
W14280,4,10
W14281,5,11
W14282,1,1
W14283,16,11
W14284,20,10
W14285,18,6
W14286,1,1
W14287,62,10
W14288,2149,58
W14289,36,15
W14290,22,19
W14291,2,1
W14292,5,1
W14293,2,3
W14294,14,1
W14295,340,44
W14296,1,1
W14297,12,18
W14298,1,1
W14299,3,5
W14300,68,33
W14301,3,1
W14302,24,15
W14303,3,10
W14304,14,12
W14305,17,21
W14306,6,9
W14307,32,13
W14308,2,1
W14309,73,26
W14310,1,1
W14311,2,1
W14312,75,24
W14313,1,1
W14314,20,10
W14315,2,6
W14316,15,14
W14317,4,1
W14318,2,1
W14319,69,1
W14320,1,1
W14321,2,1
W14322,47,18
W14323,609,45
W14324,2,1
W14325,2,1
W14326,3,1
W14327,49,25
W14328,58,19
W14329,94,23
W14330,1,1
W14331,8,14
W14332,4,3
W14333,1,1
W14334,3,1
W14335,4,8
W14336,3,2
W14337,183,42
W14338,1,1
W14339,70,35
W14340,32,6
W14341,5,1
W14342,72,24
W14343,2066,33
W14344,395,47
W14345,8,10
W14346,64,18
W14347,5,6
W14348,78,31
W14349,5,16
W14350,1,1
W14351,1,1
W14352,1311,49
W14353,62,22
W14354,192,35
W14355,2,1
W14356,39,12
W14357,3,1
W14358,56,32
W14359,48,18
W14360,40,20
W14361,5,1
W14362,2,1
W14363,9,3
W14364,1531,65
W14365,14,1
W14366,5,2
W14367,1,1
W14368,3,5
W14369,12,14
W14370,25,22
W14371,1,1
W14372,174,28
W14373,10,12
W14374,122,20
W14375,2,1
W14376,6,6
W14377,11,9
W14378,5,1
W14379,196,25
W14380,2,1
W14381,3,1
W14382,41,21
W14383,31,22
W14384,51,17
W14385,1004,51
W14386,20,9
W14387,10,5
W14388,10,8
W14389,188,27
W14390,94,30
W14391,12,4
W14392,29,19
W14393,5,11
W14394,4,3
W14395,51,25
W14396,3,1
W14397,41,16
W14398,112,26
W14399,19,16
W14400,3,7
W14401,19,16
W14402,4,3
W14403,12,1
W14404,5,12
W14405,101,31
W14406,10,13
W14407,8,2
W14408,28,19
W14409,6,1
W14410,242,43
W14411,1,1
W14412,19,1
W14413,291,31
W14414,2,1
W14415,6,1
W14416,302,40
W14417,39,13
W14418,414,43
W14419,12,9
W14420,6,10
W14421,25,16
W14422,5,1
W14423,2,1
W14424,1005,50
W14425,16,17
W14426,1,1
W14427,1,1
W14428,105,29
W14429,25,21
W14430,18,18
W14431,18,19
W14432,12,1
W14433,2,1
W14434,3,3
W14435,79,25
W14436,5,10
W14437,37,17
W14438,35,25
W14439,3,1
W14440,2,1
W14441,26,12
W14442,40,15
W14443,4,1
W14444,5,6
W14445,4,1
W14446,3,1
W14447,22,2
W14448,4,1
W14449,89,25
W14450,10,13
W14451,3,1
W14452,4,1
W14453,3,1
W14454,21,14
W14455,3,1
W14456,7,1
W14457,12,11
W14458,4,1
W14459,5,2
W14460,2,1
W14461,53,24
W14462,14,20
W14463,1,1
W14464,5,6
W14465,7,14
W14466,4,1
W14467,7,8
W14468,171,26
W14469,43,18
W14470,8,3
W14471,7,11
W14472,2,6
W14473,4,3
W14474,36,17
W14475,65,29
W14476,95,27
W14477,21,11
W14478,3,6
W14479,11,17
W14480,13,4
W14481,148,22
W14482,10,3
W14483,31,10
W14484,2,1
W14485,13,13
W14486,4,4
W14487,140,28
W14488,27,11
W14489,1,1
W14490,9,5
W14491,3,1
W14492,45,18
W14493,382,36
W14494,28,6
W14495,26,11
W14496,135,23
W14497,1103,40
W14498,4,2
W14499,2,1
W14500,1,1
W14501,1,1
W14502,40,24
W14503,2,1
W14504,11,16
W14505,18,19
W14506,6,11
W14507,3,1
W14508,3,5
W14509,45,10
W14510,20,18
W14511,7,4
W14512,539,35
W14513,2,1
W14514,20,12
W14515,2,1
W14516,7,4
W14517,5,6
W14518,3,1
W14519,711,42
W14520,4,3
W14521,4,1
W14522,8,2
W14523,7,6
W14524,57,11
W14525,1,1
W14526,14,10
W14527,3,5
W14528,2,1
W14529,6,5
W14530,2069,56
W14531,4,1
W14532,196,30
W14533,3,1
W14534,30,17
W14535,6,10
W14536,102,25
W14537,6,1
W14538,10,1
W14539,31,15
W14540,3,1
W14541,410,49
W14542,6,2
W14543,914,45
W14544,2,6
W14545,1,1
W14546,1,1
W14547,9,9
W14548,34,10
W14549,414,41
W14550,5,1
W14551,2,1
W14552,2,1
W14553,3,5
W14554,8,1
W14555,174,37
W14556,16,11
W14557,18,1
W14558,8,5
W14559,6,1
W14560,4,1
W14561,4,1
W14562,1,1
W14563,47,18
W14564,2,1
W14565,115,29
W14566,4,1
W14567,74,25
W14568,37,23
W14569,27,23
W14570,4,1
W14571,158,28
W14572,10,1
W14573,22,16
W14574,1,1
W14575,11,11
W14576,685,33
W14577,2976,51
W14578,78,24
W14579,9,4
W14580,212,40
W14581,7,11
W14582,52,21
W14583,3,1
W14584,8,11
W14585,29,10
W14586,16,1
W14587,3,6
W14588,2,1
W14589,1,1
W14590,8,7
W14591,1,1
W14592,8,1
W14593,3,3
W14594,3,1
W14595,4,8
W14596,1,1
W14597,1,1
W14598,1071,52
W14599,3,1
W14600,1,1
W14601,12,16
W14602,318,36
W14603,9,4
W14604,234,29
W14605,1,1
W14606,34,6
W14607,37,9
W14608,38,17
W14609,6,3
W14610,3,1
W14611,1,1
W14612,5,1
W14613,17,7
W14614,22,16
W14615,1,1
W14616,8,14
W14617,12,11
W14618,1,1
W14619,6,1
W14620,2,1
W14621,142,39
W14622,12,6
W14623,12,10
W14624,59,24
W14625,1,1
W14626,4,8
W14627,6,10
W14628,817,40
W14629,1,1
W14630,2,1
W14631,3,1
W14632,33,12
W14633,3,1
W14634,2,1
W14635,5,10
W14636,373,41
W14637,277,32
W14638,68,11
W14639,2,1
W14640,247,43
W14641,61,16
W14642,65,29
W14643,979,32
W14644,8,1
W14645,7,6
W14646,6,9
W14647,79,25
W14648,1,1
W14649,29,28
W14650,234,33
W14651,80,26
W14652,1,1
W14653,30,13
W14654,40,6
W14655,7,13
W14656,3,1
W14657,5,4
W14658,7,6
W14659,18,19
W14660,3,1
W14661,31,12
W14662,10,14
W14663,94,28
W14664,16,23
W14665,15,5
W14666,461,44
W14667,6,2
W14668,3,1
W14669,48,15
W14670,254,42
W14671,5,1
W14672,1,1
W14673,10,1
W14674,2,1
W14675,45,21
W14676,2,1
W14677,28,16
W14678,429,39
W14679,15,24
W14680,4,1
W14681,17,12
W14682,35,16
W14683,1,1
W14684,12,9
W14685,31,18
W14686,230,38
W14687,23,19
W14688,5,2
W14689,24,3
W14690,364,37
W14691,2348,58
W14692,494,52
W14693,11,1
W14694,117,23
W14695,24,29
W14696,6,4
W14697,212,32
W14698,15,13
W14699,4,1
W14700,6,10
W14701,4,1
W14702,3,1
W14703,1,1
W14704,3,1
W14705,2,1
W14706,13,14
W14707,12,7
W14708,145,30
W14709,1,1
W14710,17,15
W14711,19,18
W14712,17,17
W14713,6,1
W14714,12,3
W14715,46,2
W14716,2,1
W14717,1,1
W14718,2,1
W14719,178,41
W14720,2,1
W14721,44,16
W14722,140,28
W14723,3,1
W14724,8,11
W14725,41,21
W14726,12,18
W14727,10,16
W14728,7,11
W14729,643,44
W14730,2,1
W14731,5,8
W14732,11,11
W14733,7,9
W14734,211,43
W14735,2,5
W14736,3,1
W14737,2,1
W14738,41,25
W14739,2,1
W14740,8,10
W14741,20,14
W14742,76,26
W14743,3,1
W14744,19,22
W14745,12,4
W14746,7,3
W14747,5,1
W14748,73,37
W14749,3,1
W14750,4,5
W14751,3,1
W14752,120,27
W14753,504,38
W14754,228,39
W14755,2,1
W14756,10,14
W14757,28,20
W14758,5,3
W14759,2,2
W14760,3,1
W14761,2,1
W14762,6,3
W14763,8,13
W14764,541,31
W14765,6,4
W14766,7,4
W14767,35,23
W14768,3,1
W14769,6,8
W14770,127,28
W14771,70,26
W14772,1,1
W14773,394,25
W14774,13,25
W14775,1,1
W14776,5,3
W14777,8,1
W14778,90,15
W14779,20,12
W14780,1,1
W14781,5,2
W14782,6,15
W14783,20,8
W14784,20,13
W14785,110,34
W14786,202,33
W14787,1986,61
W14788,12,6
W14789,17,19
W14790,122,27
W14791,3,1
W14792,3,1
W14793,3,8
W14794,35,20
W14795,10,10
W14796,1,1
W14797,6,1
W14798,1,1
W14799,1,1
W14800,4,8
W14801,10,4
W14802,4,1
W14803,11,8
W14804,1,1
W14805,248,35
W14806,2,6
W14807,3,2
W14808,65,23
W14809,7,2
W14810,3,2
W14811,2,1
W14812,36,24
W14813,828,40
W14814,20,15
W14815,3,1
W14816,35,14
W14817,17,10
W14818,71,21
W14819,2,1
W14820,8,2
W14821,7,4
W14822,3,1
W14823,252,16
W14824,1420,52
W14825,2,3
W14826,6,1
W14827,26,2
W14828,15,12
W14829,6,10
W14830,27,12
W14831,4,1
W14832,2404,54
W14833,19,23
W14834,70,28
W14835,4,1
W14836,43,12
W14837,45,16
W14838,9,1
W14839,28,9
W14840,100,32
W14841,5,1
W14842,7,2
W14843,3,6
W14844,34,22
W14845,17,6
W14846,20,26
W14847,2,1
W14848,11,1
W14849,36,16
W14850,3,3
W14851,3,4
W14852,10,12
W14853,23,11
W14854,5,2
W14855,161,27
W14856,108,11
W14857,6,1
W14858,21,17
W14859,2,1
W14860,162,32
W14861,16,11
W14862,4,1
W14863,6,6
W14864,116,21
W14865,1,1
W14866,83,31
W14867,8,1
W14868,959,41
W14869,23,22
W14870,11,5
W14871,2,5
W14872,1,1
W14873,5,1
W14874,3,6
W14875,7,1
W14876,61,27
W14877,142,25
W14878,5,9
W14879,85,24
W14880,8,16
W14881,268,35
W14882,3,1
W14883,55,21
W14884,6,5
W14885,24,25
W14886,4,1
W14887,20,15
W14888,5,2
W14889,6,1
W14890,3,1
W14891,2,1
W14892,7,6
W14893,3,1
W14894,13,10
W14895,5,1
W14896,20,13
W14897,13,16
W14898,3,2
W14899,5,4
W14900,1308,50
W14901,1,1
W14902,6,14
W14903,4,3
W14904,3,1
W14905,12,3
W14906,6,12
W14907,14,11
W14908,174,32
W14909,19,15
W14910,2,1
W14911,2,1
W14912,63,28
W14913,2,1
W14914,1009,51
W14915,311,20
W14916,145,30
W14917,31,18
W14918,2,1
W14919,144,31
W14920,17,7
W14921,3,1
W14922,2,1
W14923,6,2
W14924,16,2
W14925,2,1
W14926,112,11
W14927,23,19
W14928,18,8
W14929,19,17
W14930,10,8
W14931,3,1
W14932,2,4
W14933,27,18
W14934,16,10
W14935,36,16
W14936,183,28
W14937,7,4
W14938,174,38
W14939,374,43
W14940,83,27
W14941,196,16
W14942,8,5
W14943,1,1
W14944,9,1
W14945,9,14
W14946,4011,56
W14947,4,1
W14948,57,22
W14949,3,7
W14950,1,1
W14951,3,6
W14952,4,1
W14953,1,1
W14954,280,42
W14955,2,1
W14956,3,1
W14957,9,12
W14958,89,25
W14959,2,1
W14960,71,22
W14961,3,1
W14962,260,33
W14963,25,1
W14964,23,13
W14965,2,1
W14966,1476,50
W14967,9,8
W14968,11,10
W14969,22,6
W14970,1,1
W14971,33,22
W14972,19,16
W14973,4,1
W14974,2,1
W14975,75,23
W14976,59,13
W14977,13,11
W14978,20,20
W14979,5,1
W14980,6,6
W14981,142,28
W14982,5,1
W14983,6,4
W14984,5,3
W14985,4,1
W14986,34,16
W14987,1631,60
W14988,330,29
W14989,25,16
W14990,52,24
W14991,22,13
W14992,1,1
W14993,20,9
W14994,44,16
W14995,25,24
W14996,28,28
W14997,90,27
W14998,1,1
W14999,5,1
W15000,5,2
W15001,5,6
W15002,3,8
W15003,11,11
W15004,1,1
W15005,28,12
W15006,12,5
W15007,3,1
W15008,3,3
W15009,79,24
W15010,1,1
W15011,6,6
W15012,2,1
W15013,90,15
W15014,11,7
W15015,14,1
W15016,199,26
W15017,12,19
W15018,3,1
W15019,10,7
W15020,163,35
W15021,42,22
W15022,104,27
W15023,35,18
W15024,74,34
W15025,1,1
W15026,9,5
W15027,2,1
W15028,211,30
W15029,4,1
W15030,10,1
W15031,142,31
W15032,2233,54
W15033,25,9
W15034,2,1
W15035,383,49
W15036,35,17
W15037,7,5
W15038,35,23
W15039,5,4
W15040,244,39
W15041,158,24
W15042,1,1
W15043,3,4
W15044,9,9
W15045,5,8
W15046,4,11
W15047,3,1
W15048,2,1
W15049,10,18
W15050,4,1
W15051,29,16
W15052,5,1
W15053,2,2
W15054,10,16
W15055,43,10
W15056,42,21
W15057,88,27
W15058,7,10
W15059,1,1
W15060,2,1
W15061,2,1
W15062,11,12
W15063,31,12
W15064,4,1
W15065,14,17
W15066,4,1
W15067,44,24
W15068,8,12
W15069,7,5
W15070,5,13
W15071,16,14
W15072,24,14
W15073,26,15
W15074,20,12
W15075,7,7
W15076,27,5
W15077,28,7
W15078,224,37
W15079,40,6
W15080,35,12
W15081,225,36
W15082,6,15
W15083,198,47
W15084,47,20
W15085,3,1
W15086,18,14
W15087,1,1
W15088,5,5
W15089,15,11
W15090,5,1
W15091,3,1
W15092,4,3
W15093,9,7
W15094,2,1
W15095,8,13
W15096,22,13
W15097,19,15
W15098,18,14
W15099,2,1
W15100,3,1
W15101,3,1
W15102,3,1
W15103,15,7
W15104,42,28
W15105,32,17
W15106,5,4
W15107,7,10
W15108,3,1
W15109,2,6
W15110,1,1
W15111,8,8
W15112,81,24
W15113,23,13
W15114,9,13
W15115,19,11
W15116,376,54
W15117,9,10
W15118,9,10
W15119,7,6
W15120,31,22
W15121,2,1
W15122,60,23
W15123,3,1
W15124,3,5
W15125,3,1
W15126,13,14
W15127,12,1
W15128,9,1
W15129,11,5
W15130,12,2
W15131,13,3
W15132,462,42
W15133,22,15
W15134,6,2
W15135,16,10
W15136,4,8
W15137,111,34
W15138,94,31
W15139,3,1
W15140,14,2
W15141,8,1
W15142,16,6
W15143,92,22
W15144,3,1
W15145,64,17
W15146,1526,52
W15147,16,12
W15148,51,30
W15149,12,27
W15150,3,5
W15151,9,1
W15152,18,13
W15153,9,8
W15154,34,21
W15155,5,2
W15156,400,40
W15157,4,1
W15158,70,18
W15159,10,3
W15160,13,8
W15161,2,1
W15162,8,8
W15163,4,2
W15164,2,1
W15165,1,1
W15166,32,12
W15167,141,26
W15168,12,1
W15169,24,15
W15170,38,18
W15171,4,5
W15172,8,7
W15173,1,1
W15174,6,4
W15175,1,1
W15176,3,1
W15177,58,21
W15178,18,12
W15179,30,1
W15180,79,24
W15181,6,1
W15182,26,6
W15183,105,31
W15184,135,31
W15185,1358,50
W15186,123,27
W15187,15,2
W15188,9,16
W15189,3,1
W15190,43,27
W15191,4,1
W15192,6,7
W15193,11,11
W15194,1,1
W15195,3,1
W15196,3,2
W15197,216,30
W15198,10,16
W15199,33,14
W15200,3,6
W15201,9,9
W15202,10,5
W15203,17,11
W15204,9,5
W15205,11,12
W15206,2,4
W15207,11,7
W15208,5,5
W15209,5,18
W15210,14,18
W15211,27,18
W15212,59,26
W15213,6,5
W15214,1,1
W15215,1,1
W15216,5,4
W15217,121,20
W15218,69,18
W15219,43,26
W15220,2,1
W15221,1,1
W15222,31,19
W15223,11,13
W15224,2,1
W15225,707,41
W15226,1201,50
W15227,3,1
