"WID","login_count","level"
W18721,1,1
W18722,10,10
W18723,419,40
W18724,2,4
W18725,68,24
W18726,4,2
W18727,1,1
W18728,1,1
W18729,5,2
W18730,97,17
W18731,15,11
W18732,3,5
W18733,10,9
W18734,2,1
W18735,71,21
W18736,2,4
W18737,12,6
W18738,1,1
W18739,24,24
W18740,2,1
W18741,10,5
W18742,8,12
W18743,16,12
W18744,678,10
W18745,17,1
W18746,3,1
W18747,2,2
W18748,6,9
W18749,5,3
W18750,7,2
W18751,492,45
W18752,4,1
W18753,13,1
W18754,3,8
W18755,1,1
W18756,24,19
W18757,8,1
W18758,4,6
W18759,4,1
W18760,5,6
W18761,3,1
W18762,21,16
W18763,1,1
W18764,87,25
W18765,53,23
W18766,22,19
W18767,1,1
W18768,6,2
W18769,25,1
W18770,4,1
W18771,1,1
W18772,1510,10
W18773,1,1
W18774,27,20
W18775,68,15
W18776,4,1
W18777,1,1
W18778,13,14
W18779,5,6
W18780,4,4
W18781,22,18
W18782,5,7
W18783,31,20
W18784,4,1
W18785,2,3
W18786,3,1
W18787,5,1
W18788,3,1
W18789,260,25
W18790,10,3
W18791,27,16
W18792,2,1
W18793,99,19
W18794,1,1
W18795,62,23
W18796,6,6
W18797,491,55
W18798,9,1
W18799,78,15
W18800,7,11
W18801,2,5
W18802,88,17
W18803,5,4
W18804,294,38
W18805,97,29
W18806,5,2
W18807,19,17
W18808,7,5
W18809,9,4
W18810,10,3
W18811,33,13
W18812,5,8
W18813,2,5
W18814,2,1
W18815,9,1
W18816,56,14
W18817,12,3
W18818,220,29
W18819,47,17
W18820,2,5
W18821,336,42
W18822,33,11
W18823,4,6
W18824,50,24
W18825,118,10
W18826,9,10
W18827,9,2
W18828,8,19
W18829,1,1
W18830,29,2
W18831,12,4
W18832,71,24
W18833,243,38
W18834,13,1
W18835,2,1
W18836,3,1
W18837,9,7
W18838,1,1
W18839,22,19
W18840,2,1
W18841,1,1
W18842,1,1
W18843,10,2
W18844,1,1
W18845,7,8
W18846,7,1
W18847,1,1
W18848,1,1
W18849,45,16
W18850,2,3
W18851,6,7
W18852,6,1
W18853,12,7
W18854,26,12
W18855,3,6
W18856,16,14
W18857,6,1
W18858,6,5
W18859,99,10
W18860,4,1
W18861,25,16
W18862,46,29
W18863,4,4
W18864,37,14
W18865,1,1
W18866,5,1
W18867,5,8
W18868,60,25
W18869,1,1
W18870,49,17
W18871,67,22
W18872,2,1
W18873,54,18
W18874,107,22
W18875,100,29
W18876,66,29
W18877,1,1
W18878,8,6
W18879,5,4
W18880,2,1
W18881,3,1
W18882,155,15
W18883,7,5
W18884,4,6
W18885,3,4
W18886,806,42
W18887,2,1
W18888,91,39
W18889,59,18
W18890,26,18
W18891,8,10
W18892,70,18
W18893,7,10
W18894,189,41
W18895,30,16
W18896,3,1
W18897,4,7
W18898,949,42
W18899,4,1
W18900,6,5
W18901,3,4
W18902,22,11
W18903,3,1
W18904,39,18
W18905,4,6
W18906,38,15
W18907,457,45
W18908,59,26
W18909,20,17
W18910,5,6
W18911,8,10
W18912,7,2
W18913,1,1
W18914,5,5
W18915,131,19
W18916,5,1
W18917,4,6
W18918,3,1
W18919,72,30
W18920,74,16
W18921,3,1
W18922,21,15
W18923,5,1
W18924,2,4
W18925,1,1
W18926,12,6
W18927,2,1
W18928,1,1
W18929,3,3
W18930,4,1
W18931,9,5
W18932,2,3
W18933,2,1
W18934,59,12
W18935,1,1
W18936,1,1
W18937,142,41
W18938,16,1
W18939,48,22
W18940,8,6
W18941,63,22
W18942,22,18
W18943,2,1
W18944,3,8
W18945,1,1
W18946,4,10
W18947,8,1
W18948,41,18
W18949,1,1
W18950,3,1
W18951,12,9
W18952,2,5
W18953,10,6
W18954,3,1
W18955,49,27
W18956,1,1
W18957,110,34
W18958,5,1
W18959,3,7
W18960,4,1
W18961,5,1
W18962,3,1
W18963,33,25
W18964,3,1
W18965,59,15
W18966,39,18
W18967,2,1
W18968,31,1
W18969,102,28
W18970,112,1
W18971,118,25
W18972,13,2
W18973,2,1
W18974,7,3
W18975,2,1
W18976,2,1
W18977,79,21
W18978,830,41
W18979,4,2
W18980,1,1
W18981,1,1
W18982,34,9
W18983,2,1
W18984,341,18
W18985,2,3
W18986,11,1
W18987,11,1
W18988,3,8
W18989,4,1
W18990,1,1
W18991,96,23
W18992,361,29
W18993,35,30
W18994,88,30
W18995,13,6
W18996,1,1
W18997,7,11
W18998,3,3
W18999,4,3
W19000,3,1
W19001,53,17
W19002,2,6
W19003,1,1
W19004,2,1
W19005,25,19
W19006,1,1
W19007,78,30
W19008,3,1
W19009,2,1
W19010,5,1
W19011,2,1
W19012,68,21
W19013,4,6
W19014,2,1
W19015,3,3
W19016,7,6
W19017,69,32
W19018,2,1
W19019,2,3
W19020,3,5
W19021,1,1
W19022,1,1
W19023,166,28
W19024,94,32
W19025,4,4
W19026,2,1
W19027,46,22
W19028,799,35
W19029,1,1
W19030,13,14
W19031,7,3
W19032,43,26
W19033,9,2
W19034,3,1
W19035,2,1
W19036,9,3
W19037,12,10
W19038,4,4
W19039,20,13
W19040,112,17
W19041,4,1
W19042,4,1
W19043,25,9
W19044,2,1
W19045,5,1
W19046,1,1
W19047,33,11
W19048,11,1
W19049,2,1
W19050,4,1
W19051,2,3
W19052,69,29
W19053,1,1
W19054,570,45
W19055,7,1
W19056,3,3
W19057,133,15
W19058,4,1
W19059,3,1
W19060,2,1
W19061,11,11
W19062,5,4
W19063,5,8
W19064,2,5
W19065,3,1
W19066,22,15
W19067,275,39
W19068,20,16
W19069,1,1
W19070,50,25
W19071,35,15
W19072,1,1
W19073,25,6
W19074,4,1
W19075,2,3
W19076,4,1
W19077,7,3
W19078,65,10
W19079,3,1
W19080,5,2
W19081,8,4
W19082,58,24
W19083,5,1
W19084,1,1
W19085,134,28
W19086,1,1
W19087,47,11
W19088,12,10
W19089,2,1
W19090,5,1
W19091,2,1
W19092,258,31
W19093,4,6
W19094,1,1
W19095,99,30
W19096,553,46
W19097,5,1
W19098,2,1
W19099,1,1
W19100,10,14
W19101,4,1
W19102,8,11
W19103,22,9
W19104,3,2
W19105,1,1
W19106,3,1
W19107,1,1
W19108,9,6
W19109,8,1
W19110,19,1
W19111,4,9
W19112,296,30
W19113,5,5
W19114,6,1
W19115,5,5
W19116,4,2
W19117,4,6
W19118,3,1
W19119,14,10
W19120,2,4
W19121,321,36
W19122,133,45
W19123,1,1
W19124,4,1
W19125,6,12
W19126,4,1
W19127,4,6
W19128,18,12
W19129,13,22
W19130,15,10
W19131,115,27
W19132,2,3
W19133,10,3
W19134,26,20
W19135,2,1
W19136,109,30
W19137,5,1
W19138,12,21
W19139,2,1
W19140,34,3
W19141,2,1
W19142,2,1
W19143,1,1
W19144,3,1
W19145,340,41
W19146,35,27
W19147,85,23
W19148,11,2
W19149,4,3
W19150,1,1
W19151,7,6
W19152,6,1
W19153,5,1
W19154,5,1
W19155,5862,38
W19156,1,1
W19157,2,1
W19158,13,16
W19159,1,1
W19160,1,1
W19161,4,1
W19162,12,2
W19163,3,1
W19164,19,12
W19165,3,10
W19166,5,8
W19167,1,1
W19168,53,23
W19169,14,9
W19170,13,16
W19171,3,7
W19172,1,1
W19173,4,1
W19174,5,1
W19175,47,28
W19176,1,1
W19177,46,12
W19178,3,1
W19179,20,13
W19180,14,16
W19181,9,4
W19182,2,1
W19183,2,1
W19184,7,7
W19185,6,17
W19186,2,1
W19187,9,14
W19188,11,15
W19189,654,39
W19190,1,1
W19191,7,11
W19192,10,4
W19193,1,1
W19194,17,10
W19195,44,24
W19196,9,6
W19197,283,28
W19198,184,37
W19199,2,2
W19200,5,7
W19201,74,33
W19202,16,15
W19203,7,8
W19204,13,6
W19205,41,14
W19206,1,1
W19207,17,10
W19208,2,1
W19209,17,6
W19210,3,1
W19211,13,1
W19212,3,5
W19213,237,40
W19214,528,53
W19215,13,11
W19216,42,14
W19217,38,22
W19218,4,1
W19219,3,1
W19220,1,1
W19221,5,8
W19222,6,10
W19223,1,1
W19224,268,24
W19225,1,1
W19226,136,18
W19227,6,13
W19228,231,24
W19229,52,23
W19230,4,4
W19231,2,1
W19232,28,10
W19233,46,25
W19234,33,1
W19235,118,28
W19236,155,27
W19237,6,8
W19238,11,14
W19239,10,11
W19240,6,9
W19241,2,1
W19242,2,1
W19243,73,19
W19244,1,1
W19245,123,34
W19246,3,4
W19247,2,1
W19248,2,1
W19249,4,6
W19250,1,1
W19251,3,3
W19252,49,15
W19253,1,1
W19254,22,13
W19255,1,1
W19256,4,6
W19257,12,9
W19258,11,8
W19259,5,4
W19260,8,5
W19261,54,20
W19262,5,1
W19263,5,4
W19264,2,1
W19265,8,11
W19266,12,14
W19267,2,5
W19268,148,29
W19269,42,21
W19270,8,16
W19271,40,12
W19272,542,35
W19273,374,39
W19274,2,3
W19275,153,6
W19276,6,3
W19277,5,2
W19278,13,10
W19279,5,1
W19280,83,33
W19281,1,1
W19282,2,1
W19283,5,10
W19284,9,1
W19285,2,1
W19286,65,13
W19287,23,25
W19288,1,1
W19289,5,1
W19290,3,1
W19291,451,32
W19292,1,1
W19293,21,6
W19294,6,1
W19295,1,1
W19296,5,1
W19297,25,20
W19298,74,28
W19299,20,14
W19300,11,4
W19301,16,10
W19302,18,10
W19303,3,6
W19304,7,10
W19305,19,1
W19306,123,19
W19307,463,33
W19308,59,14
W19309,2,2
W19310,30,3
W19311,10,11
W19312,97,32
W19313,1,1
W19314,34,18
W19315,3,6
W19316,24,10
W19317,2,1
W19318,38,21
W19319,14,10
W19320,2,1
W19321,22,18
W19322,3,5
W19323,5,1
W19324,4,2
W19325,2,1
W19326,10,6
W19327,35,11
W19328,6,15
W19329,23,13
W19330,4,6
W19331,2,6
W19332,15,13
W19333,11,12
W19334,11,12
W19335,10,13
W19336,2,1
W19337,109,24
W19338,6,12
W19339,7,4
W19340,6,7
W19341,4,1
W19342,26,14
W19343,310,38
W19344,11,11
W19345,1563,55
W19346,3,1
W19347,4,1
W19348,39,16
W19349,3,1
W19350,5,1
W19351,3,6
W19352,2,1
W19353,2,3
W19354,57,22
W19355,34,22
W19356,11,10
W19357,25,22
W19358,26,12
W19359,4,1
W19360,362,30
W19361,2,1
W19362,62,26
W19363,3,9
W19364,39,14
W19365,11,12
W19366,28,7
W19367,7,12
W19368,38,22
W19369,3,1
W19370,16,1
W19371,20,1
W19372,1,1
W19373,1,1
W19374,8,7
W19375,9,5
W19376,1315,11
W19377,14,15
W19378,9,12
W19379,6,9
W19380,3,5
W19381,1,1
W19382,4,1
W19383,12,8
W19384,4,3
W19385,3,1
W19386,23,10
W19387,8,7
W19388,4,4
W19389,140,45
W19390,14,7
W19391,4,3
W19392,7,1
W19393,17,3
W19394,5,3
W19395,1,1
W19396,14,14
W19397,3,2
W19398,1,1
W19399,12,11
W19400,8,6
W19401,6,6
W19402,19,17
W19403,1,1
W19404,2,1
W19405,7,6
W19406,4,7
W19407,4,1
W19408,2,1
W19409,3,1
W19410,161,20
W19411,25,11
W19412,6,9
W19413,5,1
W19414,6,1
W19415,5,1
W19416,15,7
W19417,33,20
W19418,5,1
W19419,8,6
W19420,3,4
W19421,1,1
W19422,27,9
W19423,1,1
W19424,8,10
W19425,21,15
W19426,3,1
W19427,4,5
W19428,5,1
W19429,19,3
W19430,2,1
W19431,3,4
W19432,32,19
W19433,482,43
W19434,9,2
W19435,1184,56
W19436,49,13
W19437,74,23
W19438,15,10
W19439,19,7
W19440,4,2
W19441,9,9
W19442,8,10
W19443,7,11
W19444,49,10
W19445,146,12
W19446,46,23
W19447,245,35
W19448,660,40
W19449,11,10
W19450,1,1
W19451,29,8
W19452,194,34
W19453,2,1
W19454,3,1
W19455,12,6
W19456,9,6
W19457,15,17
W19458,1,1
W19459,4,1
W19460,4,1
W19461,269,41
W19462,6,11
W19463,9,1
W19464,1,1
W19465,3,5
W19466,1,1
W19467,2,1
W19468,90,23
W19469,4,1
W19470,3,1
W19471,3,1
W19472,14,4
W19473,1,1
W19474,120,23
W19475,7,7
W19476,337,35
W19477,2,1
W19478,1,1
W19479,12,13
W19480,3,1
W19481,9,5
W19482,1,1
W19483,7,15
W19484,6,4
W19485,2,5
W19486,8,10
W19487,5,1
W19488,5,5
W19489,2,1
W19490,22,16
W19491,4,7
W19492,6,1
W19493,2,1
W19494,4,3
W19495,1,1
W19496,3,1
W19497,34,16
W19498,1,1
W19499,16,2
W19500,5,1
W19501,2,1
W19502,67,25
W19503,21,15
W19504,1,1
W19505,1,1
W19506,3,3
W19507,2,1
W19508,9,10
W19509,7,5
W19510,3,1
W19511,1,1
W19512,40,27
W19513,2,1
W19514,5,7
W19515,5,1
W19516,10,9
W19517,10,5
W19518,2,5
W19519,1,1
W19520,93,15
W19521,4,1
W19522,16,2
W19523,3,1
W19524,2,2
W19525,99,17
W19526,4,1
W19527,10,10
W19528,3,1
W19529,31,14
W19530,10,20
W19531,38,8
W19532,23,19
W19533,2,6
W19534,4,3
W19535,1,1
W19536,1,1
W19537,35,28
W19538,4,6
W19539,102,15
W19540,1006,43
W19541,33,17
W19542,5,2
W19543,5,3
W19544,2,6
W19545,2,1
W19546,3,3
W19547,28,15
W19548,11,10
W19549,64,24
W19550,16,10
W19551,9,13
W19552,99,32
W19553,5,1
W19554,6,2
W19555,1,1
W19556,25,12
W19557,6,1
W19558,1,1
W19559,9,1
W19560,6,1
W19561,2,1
W19562,72,34
W19563,8,8
W19564,115,12
W19565,3,1
W19566,471,41
W19567,4,10
W19568,104,26
W19569,7,10
W19570,6,1
W19571,23,1
W19572,185,37
W19573,3,1
W19574,2,3
W19575,10,13
W19576,6,10
W19577,4,1
W19578,16,16
W19579,12,3
W19580,24,1
W19581,5,8
W19582,2,1
W19583,1,1
W19584,22,12
W19585,9,13
W19586,21,2
W19587,7,1
W19588,3,1
W19589,32,22
W19590,4,6
W19591,7,1
W19592,35,16
W19593,6,6
W19594,8,5
W19595,1,1
W19596,4,6
W19597,12,10
W19598,5,10
W19599,2,5
W19600,3,1
W19601,14,12
W19602,16,15
W19603,80,24
W19604,2,1
W19605,21,18
W19606,241,27
W19607,31,14
W19608,34,22
W19609,71,11
W19610,116,25
W19611,349,28
W19612,7,2
W19613,96,26
W19614,5,1
W19615,2,1
W19616,3,5
W19617,14,7
W19618,4,3
W19619,454,35
W19620,4,1
W19621,49,29
W19622,3,1
W19623,10,2
W19624,2,1
W19625,4,2
W19626,4,1
W19627,12,5
W19628,80,29
W19629,2,4
W19630,8,9
W19631,1,1
W19632,4,1
W19633,3,2
W19634,2,1
W19635,13,11
W19636,4,1
W19637,21,14
W19638,115,12
W19639,12,1
W19640,33,20
W19641,5,5
W19642,5,1
W19643,217,37
W19644,5,8
W19645,252,27
W19646,5,10
W19647,4,1
W19648,16,7
W19649,36,8
W19650,71,11
W19651,15,1
W19652,4,1
W19653,6,6
W19654,14,10
W19655,7,1
W19656,3,1
W19657,3,1
W19658,9,1
W19659,17,20
W19660,20,22
W19661,6,1
W19662,21,9
W19663,19,12
W19664,8,1
W19665,22,14
W19666,3,7
W19667,5,5
W19668,171,20
W19669,42,10
W19670,1,1
W19671,3,1
W19672,2,1
W19673,9,3
W19674,2,5
W19675,3,1
W19676,54,23
W19677,13,8
W19678,10,6
W19679,4,5
W19680,2,3
W19681,6,10
W19682,6,4
W19683,1,1
W19684,6,1
W19685,13,18
W19686,6,6
W19687,10,10
W19688,3,1
W19689,5,5
W19690,11,11
W19691,2,1
W19692,5,1
W19693,3,1
W19694,4,1
W19695,1,1
W19696,33,18
W19697,1,1
W19698,3,2
W19699,5,1
W19700,7,7
W19701,334,37
W19702,3,1
W19703,90,15
W19704,107,24
W19705,1,1
W19706,12,15
W19707,8,3
W19708,20,16
W19709,38,29
W19710,56,23
W19711,9,1
W19712,475,38
W19713,23,11
W19714,100,10
W19715,9,10
W19716,2,1
W19717,6,5
W19718,5,3
W19719,448,35
W19720,1,1
W19721,5,2
W19722,5,1
W19723,2,1
W19724,6,10
W19725,23,10
W19726,10,18
W19727,2,1
W19728,1,1
W19729,5,2
W19730,5,5
W19731,3,2
W19732,2,1
W19733,11,1
W19734,4,1
W19735,6,1
W19736,2,1
W19737,1,1
W19738,6,13
W19739,16,10
W19740,20,6
W19741,3,4
W19742,1,1
W19743,6,1
W19744,2,1
W19745,45,16
W19746,30,18
W19747,2,1
W19748,12,7
W19749,1,1
W19750,7,1
W19751,961,51
W19752,2,3
W19753,2,3
W19754,4,1
W19755,2,1
W19756,8,6
W19757,5,10
W19758,156,35
W19759,5,8
W19760,6,8
W19761,5,1
W19762,110,31
W19763,10,7
W19764,3,1
W19765,6,6
W19766,23,12
W19767,3,2
W19768,9,5
W19769,3,1
W19770,7,3
W19771,2,4
W19772,6,1
W19773,13,14
W19774,82,23
W19775,5,1
W19776,1,1
W19777,3,1
W19778,6,1
W19779,15,2
W19780,120,3
W19781,11,10
W19782,2,1
W19783,5,2
W19784,5,1
W19785,1,1
W19786,24,4
W19787,8,10
W19788,10,5
W19789,4,1
W19790,12,1
W19791,70,36
W19792,3,5
W19793,4,10
W19794,1,1
W19795,98,15
W19796,18,17
W19797,15,18
W19798,10,3
W19799,3,1
W19800,1,1
W19801,5,6
W19802,15,1
W19803,4,1
W19804,3,3
W19805,15,16
W19806,17,1
W19807,1,1
W19808,2,1
W19809,5,2
W19810,1,1
W19811,2,1
W19812,58,19
W19813,7,2
W19814,14,14
W19815,14,3
W19816,12,1
W19817,3,6
W19818,40,15
W19819,164,31
W19820,287,39
W19821,5,6
W19822,36,11
W19823,13,13
W19824,5,4
W19825,2,1
W19826,3,1
W19827,3,1
W19828,32,11
W19829,23,15
W19830,15,7
W19831,8,1
W19832,1,1
W19833,23,10
W19834,62,27
W19835,12,7
W19836,82,23
W19837,2,3
W19838,7,6
W19839,2,1
W19840,5,5
W19841,107,29
W19842,6,1
W19843,10,6
W19844,3,5
W19845,1,1
W19846,6,6
W19847,1,1
W19848,29,19
W19849,23,15
W19850,11,10
W19851,23,11
W19852,25,5
W19853,6,9
W19854,11,2
W19855,1,1
W19856,8,5
W19857,3,1
W19858,19,11
W19859,9,11
W19860,7,3
W19861,110,1
W19862,7,13
W19863,15,19
W19864,1,1
W19865,5,4
W19866,18,5
W19867,5,3
W19868,1,1
W19869,8,1
W19870,9,8
W19871,69,20
W19872,4,2
W19873,1,1
W19874,29,20
W19875,91,25
W19876,5,1
W19877,19,8
W19878,8,1
W19879,5,2
W19880,4,1
W19881,31,15
W19882,102,24
W19883,515,41
W19884,10,10
W19885,4,1
W19886,2,8
W19887,3,1
W19888,9,4
W19889,15,10
W19890,18,11
W19891,11,10
W19892,15,13
W19893,2,1
W19894,8,7
W19895,2,1
W19896,168,39
W19897,2,8
W19898,1,1
W19899,28,16
W19900,4,10
W19901,1,1
W19902,116,14
W19903,3,8
W19904,4,1
W19905,3,1
W19906,43,22
W19907,22,14
W19908,19,12
W19909,11,10
W19910,1,1
W19911,207,29
W19912,22,19
W19913,3,1
W19914,34,15
W19915,10,1
W19916,468,46
W19917,5,3
W19918,16,19
W19919,53,17
W19920,44,3
W19921,4,2
W19922,1,1
W19923,7,5
W19924,5,9
W19925,10,5
W19926,11,6
W19927,508,46
W19928,1,1
W19929,491,19
W19930,7,10
W19931,11,3
W19932,9,1
W19933,18,9
W19934,25,17
W19935,3,1
W19936,11,2
W19937,6,1
W19938,8,4
W19939,15,14
W19940,4,7
W19941,1,1
W19942,304,38
W19943,1,1
W19944,4,1
W19945,8,1
W19946,18,13
W19947,2,5
W19948,6,1
W19949,4,6
W19950,5,10
W19951,6,5
W19952,33,17
W19953,6,8
W19954,5,4
W19955,6,1
W19956,40,10
W19957,19,3
W19958,3,8
W19959,5,11
W19960,17,19
W19961,2,6
W19962,13,1
W19963,3,1
W19964,46,18
W19965,94,13
W19966,13,13
W19967,7,10
W19968,6,9
W19969,3,3
W19970,6,1
W19971,1,1
W19972,9,13
W19973,260,33
W19974,5,3
W19975,92,9
W19976,9,11
W19977,32,10
W19978,46,15
W19979,13,18
W19980,13,1
W19981,1,1
W19982,7,1
W19983,3,4
W19984,8,7
W19985,3,1
W19986,74,31
W19987,3,1
W19988,1,1
W19989,19,10
W19990,182,30
W19991,8,2
W19992,6,6
W19993,2,3
W19994,4,4
W19995,2,1
W19996,7,3
W19997,59,27
W19998,17,14
W19999,1,1
W20000,5,9
W20001,44,6
W20002,87,28
W20003,4,2
W20004,21,10
W20005,229,30
W20006,2,1
W20007,176,39
W20008,39,10
W20009,5,1
W20010,14,14
W20011,7,12
W20012,50,22
W20013,4,9
W20014,57,26
W20015,10,9
W20016,51,21
W20017,3,3
W20018,4,6
W20019,1,1
W20020,4,6
W20021,41,11
W20022,2,1
W20023,14,15
W20024,17,9
W20025,7,6
W20026,11,6
W20027,120,10
W20028,51,21
W20029,21,17
W20030,2,1
W20031,262,29
W20032,65,16
W20033,2,5
W20034,198,38
W20035,35,15
W20036,3,1
W20037,89,28
W20038,13,16
W20039,22,10
W20040,5,3
W20041,8,1
W20042,133,27
W20043,5,2
W20044,62,24
W20045,55,5
W20046,4,1
W20047,6,7
W20048,24,10
W20049,110,37
W20050,6,6
W20051,5,1
W20052,4,1
W20053,6,5
W20054,59,24
W20055,7,1
W20056,21,18
W20057,17,15
W20058,60,13
W20059,15,15
W20060,5,1
W20061,11,16
W20062,23,10
W20063,14,11
W20064,3,5
W20065,5,10
W20066,17,6
W20067,1,1
W20068,1,1
W20069,3,1
W20070,4,6
W20071,13,15
W20072,7,1
W20073,44,18
W20074,12,14
W20075,9,7
W20076,233,26
W20077,25,10
W20078,33,10
W20079,5,7
W20080,8,1
W20081,2,1
W20082,5,5
W20083,2,1
W20084,28,20
W20085,14,10
W20086,40,18
W20087,7,9
W20088,1,1
W20089,19,10
W20090,19,1
W20091,93,10
W20092,219,42
W20093,4,1
W20094,10,1
W20095,1,1
W20096,8,1
W20097,2,3
W20098,21,8
W20099,7,10
W20100,14,11
W20101,274,19
W20102,27,10
W20103,3,1
W20104,10,1
W20105,139,7
W20106,89,9
W20107,13,10
W20108,41,15
W20109,7,12
W20110,98,18
W20111,18,11
W20112,1,1
W20113,4,1
W20114,96,16
W20115,3,1
W20116,41,11
W20117,3,2
W20118,2,1
W20119,43,27
W20120,14,2
W20121,3,3
W20122,3,1
W20123,2,3
W20124,11,3
W20125,1,1
W20126,4,1
W20127,40,25
W20128,29,27
W20129,6,1
W20130,7,5
W20131,113,32
W20132,8,4
W20133,3,1
W20134,2,5
W20135,2,1
W20136,12,5
W20137,17,1
W20138,5,5
W20139,4,1
W20140,3,7
W20141,15,12
W20142,9,1
W20143,45,10
W20144,2,1
W20145,2,4
W20146,1,1
W20147,97,31
W20148,289,37
W20149,6,8
W20150,8,1
W20151,2,3
W20152,9,6
W20153,25,19
W20154,4,10
W20155,4,2
W20156,2,1
W20157,6,1
W20158,9,5
W20159,9,2
W20160,1,1
W20161,37,20
W20162,116,26
W20163,1,1
W20164,23,19
W20165,5,6
W20166,1,1
W20167,10,13
W20168,244,23
W20169,2,1
W20170,125,27
W20171,17,8
W20172,1,1
W20173,7,10
W20174,7,1
W20175,31,10
W20176,55,19
W20177,535,18
W20178,3,1
W20179,19,6
W20180,182,13
W20181,155,19
W20182,1,1
W20183,77,29
W20184,5,4
W20185,42,15
W20186,2,1
W20187,4,8
W20188,5,10
W20189,18,17
W20190,5,6
W20191,3,8
W20192,9,1
W20193,3,1
W20194,4,4
W20195,19,10
W20196,11,2
W20197,3,1
W20198,16,5
W20199,20,11
W20200,4,1
W20201,831,17
W20202,1,1
W20203,16,15
W20204,33,28
W20205,12,15
W20206,5,8
W20207,15,8
W20208,95,28
W20209,3,1
W20210,2,1
W20211,143,18
W20212,9,7
W20213,2,1
W20214,1,1
W20215,4,2
W20216,3,1
W20217,604,25
W20218,6,8
W20219,32,25
W20220,7,10
W20221,7,3
W20222,20,18
W20223,69,22
W20224,1,1
W20225,279,19
W20226,1,1
W20227,9,10
W20228,3,1
W20229,17,11
W20230,1,1
W20231,2,1
W20232,78,19
W20233,63,8
W20234,5,3
W20235,8,16
W20236,1,1
W20237,1,1
W20238,2,2
W20239,12,1
W20240,4,1
W20241,1,1
W20242,20,3
W20243,2,1
W20244,3,1
W20245,6,1
W20246,5,1
W20247,17,14
W20248,9,11
W20249,16,10
W20250,26,12
W20251,2,1
W20252,1,1
W20253,2,2
W20254,4,4
W20255,6,1
W20256,74,20
W20257,25,10
W20258,17,8
W20259,24,18
W20260,21,12
W20261,7,9
W20262,8,6
W20263,14,4
W20264,33,23
W20265,44,18
W20266,1,1
W20267,3,4
W20268,1,1
W20269,33,15
W20270,18,7
W20271,2,1
W20272,27,8
W20273,28,10
W20274,3,1
W20275,35,23
W20276,29,22
W20277,3,1
W20278,10,2
W20279,21,6
W20280,1,1
W20281,7,2
W20282,8,11
W20283,1,1
W20284,1,1
W20285,12,13
W20286,2,1
W20287,3,1
W20288,5,4
W20289,28,26
W20290,1,1
W20291,2,1
W20292,15,10
W20293,12,14
W20294,12,12
W20295,16,1
W20296,110,24
W20297,19,11
W20298,5,6
W20299,2,1
W20300,2,3
W20301,1,1
W20302,2,4
W20303,18,1
W20304,67,25
W20305,2,1
W20306,5,1
W20307,13,10
W20308,44,10
W20309,11,1
W20310,6,6
W20311,2,1
W20312,7,1
W20313,6,3
W20314,4,4
W20315,342,32
W20316,430,28
W20317,1,1
W20318,17,18
W20319,3,3
W20320,20,19
W20321,8,10
W20322,18,15
W20323,199,32
W20324,97,29
W20325,7,8
W20326,2,3
W20327,3,1
W20328,75,32
W20329,2,3
W20330,6,1
W20331,405,34
W20332,39,15
W20333,19,12
W20334,277,33
W20335,117,19
W20336,72,14
W20337,3,1
W20338,7,10
W20339,16,9
W20340,73,25
W20341,6,7
W20342,1,1
W20343,5,2
W20344,1,1
W20345,11,11
W20346,2,1
W20347,66,23
W20348,60,11
W20349,1,1
W20350,71,21
W20351,2,1
W20352,86,12
W20353,7,4
W20354,6,8
W20355,28,3
W20356,10,9
W20357,223,32
W20358,13,1
W20359,2,1
W20360,7,12
W20361,12,10
W20362,13,13
W20363,5,1
W20364,74,26
W20365,1,1
W20366,7,1
W20367,20,10
W20368,12,10
W20369,15,12
W20370,2,1
W20371,15,14
W20372,22,13
W20373,9,11
W20374,2,1
W20375,1,1
W20376,1,1
W20377,37,11
W20378,28,14
W20379,1,1
W20380,4,1
W20381,3,1
W20382,22,15
W20383,1,1
W20384,31,15
W20385,1,1
W20386,13,10
W20387,5,1
W20388,4,1
W20389,4,3
W20390,7,4
W20391,85,26
W20392,8,1
W20393,5,7
W20394,218,37
W20395,1,1
W20396,105,22
W20397,13,13
W20398,22,14
W20399,4,1
W20400,7,1
W20401,65,28
W20402,36,15
W20403,34,22
W20404,19,21
W20405,4,1
W20406,749,25
W20407,64,19
W20408,43,19
W20409,32,4
W20410,3,1
W20411,43,20
W20412,64,11
W20413,1,1
W20414,9,15
W20415,133,14
W20416,3,1
W20417,23,9
W20418,7,5
W20419,1,1
W20420,10,12
W20421,5,11
W20422,147,23
W20423,2,6
W20424,191,39
W20425,13,17
W20426,25,13
W20427,6,1
W20428,12,10
W20429,1,1
W20430,2,1
W20431,4,7
W20432,8,6
W20433,107,13
W20434,6,1
W20435,34,15
W20436,1,1
W20437,14,16
W20438,9,10
W20439,21,13
W20440,3,1
W20441,18,3
W20442,31,14
W20443,6,1
W20444,2,1
W20445,51,13
W20446,248,33
W20447,127,16
W20448,220,34
W20449,7,10
W20450,24,20
W20451,2,1
W20452,1,1
W20453,22,11
W20454,4,3
W20455,2,1
W20456,5,1
W20457,241,29
W20458,111,17
W20459,37,20
W20460,28,16
W20461,42,20
W20462,5,5
W20463,31,11
W20464,8,12
W20465,2,1
W20466,79,35
W20467,4,8
