"WID","login_count","level","playcount_sum","playtime_sum"
W15504,605,45,1380,663511
W15505,86,27,143,74431
W15506,266,28,149,92390
W15508,9,1,5,1950
W15509,1,1,1,1581
W15510,22,1,2,1988
W15512,29,7,4,3436
W15513,140,20,192,61841
W15514,105,29,73,54726
W15516,3,8,3,3883
W15517,92,11,4,6228
W15518,122,19,77,36630
W15519,8,6,2,1561
W15520,2,1,2,2136
W15521,11,12,9,11357
W15522,5,10,7,6015
W15523,1,1,2,1817
W15525,6,3,1,1266
W15526,1,1,1,89
W15527,2,5,2,2479
W15528,28,7,2,2486
W15529,6,1,3,2392
W15530,6,10,1,1610
W15531,56,21,62,39575
W15532,6,13,8,11001
W15534,10,1,1,0
W15535,4,6,2,1604
W15536,21,20,42,22733
W15537,6,1,1,1365
W15538,5,5,2,2635
W15539,5,5,5,4018
W15540,4,3,3,1146
W15541,13,18,30,20267
W15542,11,11,9,10955
W15543,31,17,36,16218
W15544,981,45,1646,640024
W15545,7,12,19,11563
W15546,4,1,1,291
W15547,3,1,1,754
W15548,17,13,38,17268
W15549,20,15,22,16368
W15550,1022,50,936,481500
W15551,5,1,1,622
W15553,5,5,2,2069
W15554,32,18,30,15435
W15555,2,1,1,327
W15556,88,21,149,75320
W15557,2,1,1,338
W15558,3,1,1,199
W15559,4,5,2,1170
W15560,9,14,8,9403
W15561,3184,55,877,762603
W15562,3,3,1,462
W15563,988,41,460,254183
W15564,8,7,3,2754
W15565,85,28,64,39075
W15566,2,1,1,416
W15567,4,2,2,825
W15569,1,1,2,491
W15570,2,1,1,162
W15571,4,1,2,403
W15573,18,6,2,2286
W15574,12,6,9,3793
W15575,9,9,5,4862
W15576,16,1,1,725
W15577,13,5,3,3405
W15578,30,9,7,6549
W15579,168,25,7,4676
W15580,9,5,2,1524
W15582,1,1,1,245
W15584,2,1,3,2658
W15585,26,12,7,6977
W15587,11,8,3,3558
W15588,962,55,1276,882717
W15589,214,28,169,86107
W15590,75,13,24,13767
W15591,29,11,6,3903
W15592,14,14,8,6739
W15593,14,19,16,16251
W15595,740,39,669,328458
W15596,7,10,6,2324
W15598,23,10,6,5011
W15599,4,3,1,1339
W15600,3,1,1,378
W15601,49,34,89,89146
W15603,3,1,2,508
W15604,6,8,1,0
W15605,6,10,10,7587
W15606,2,1,1,730
W15607,2,1,1,178
W15608,8,10,23,13322
W15609,778,37,445,205634
W15610,573,46,1411,525035
W15611,1148,49,1750,892841
W15614,445,31,419,181112
W15615,51,21,19,17815
W15616,16,5,1,302
W15617,3,3,2,2010
W15618,5,6,2,2127
W15619,832,40,942,354578
W15623,197,27,92,69619
W15624,34,24,21,22625
W15626,5,6,4,2635
W15627,14,12,6,8652
W15628,1,1,1,579
W15631,20,1,1,0
W15632,142,16,92,54920
W15633,5,1,1,0
W15634,8,1,1,372
W15635,3,5,1,549
W15636,52,19,51,20173
W15637,7,9,3,1784
W15638,12,13,13,7710
W15639,2,1,1,0
W15640,8,1,1,0
W15641,4,8,9,6588
W15642,1200,54,2650,1053209
W15644,125,33,157,87315
W15645,58,22,41,31886
W15647,15,10,5,5469
W15648,7,5,4,3901
W15649,2,5,2,1503
W15650,18,10,16,10624
W15651,9,8,4,4448
W15652,2,5,2,3095
W15654,8,7,6,2202
W15655,328,46,596,405451
W15656,2,1,1,1615
W15657,8,2,4,988
W15658,263,25,218,104637
W15659,1,1,2,1811
W15661,2,1,5,4778
W15662,4,4,3,1060
W15663,4,7,4,3472
W15664,2,1,1,228
W15665,13,18,12,8469
W15666,33,17,26,18032
W15668,2,6,5,6345
W15669,6,1,1,929
W15670,16,3,3,323
W15671,31,3,1,302
W15672,15,4,2,835
W15673,12,12,13,11792
W15674,11,8,7,6299
W15675,3,1,1,405
W15676,90,21,93,36260
W15678,108,28,122,60044
W15679,3,1,2,1647
W15680,9,11,9,9527
W15681,14,5,2,1522
W15682,4,10,7,4394
W15683,1,1,3,3290
W15684,41,26,55,26936
W15685,4,1,3,3277
W15686,11,16,23,14102
W15687,7,13,10,11494
W15688,3,2,2,402
W15690,1,1,1,139
W15691,8,1,1,168
W15692,10,13,4,3162
W15693,40,14,23,23246
W15695,3,5,3,3742
W15697,5,3,2,167
W15698,200,37,194,169442
W15699,8,6,2,1584
W15700,26,18,32,23570
W15701,35,2,2,1257
W15702,8,7,5,4446
W15706,3,6,9,6474
W15708,2,1,1,806
W15709,23,17,30,23118
W15710,7,5,3,1774
W15712,36,10,19,11329
W15713,3,1,2,1392
W15714,3,10,7,7509
W15715,3,4,2,975
W15716,8,4,2,690
W15717,5,3,3,743
W15718,4,1,1,253
W15719,3,1,1,1159
W15720,2,1,1,1443
W15724,8,2,1,0
W15725,7,6,4,2717
W15726,3,1,1,0
W15727,3,2,2,1063
W15728,43,18,10,13750
W15729,11,15,15,8796
W15730,9,1,1,89
W15731,6,10,1,621
W15732,2,1,1,510
W15733,1988,50,1506,794653
W15734,13,1,1,455
W15735,24,24,35,37361
W15736,10,4,1,1005
W15738,194,37,327,225981
W15739,5,6,4,1934
W15740,15,12,8,6296
W15741,568,45,759,379258
W15742,21,10,8,7911
W15743,56,19,15,17118
W15744,12,8,8,8747
W15745,3,1,1,242
W15746,3,6,4,4293
W15748,5,2,2,829
W15749,2,1,1,0
W15750,49,10,3,3871
W15751,3,1,2,490
W15752,26,13,1,845
W15753,86,17,21,13688
W15754,8,6,8,5542
W15755,15,9,3,1791
W15756,37,21,33,30202
W15757,1,1,2,1964
W15758,16,17,34,21741
W15759,3,1,1,423
W15761,642,35,417,206510
W15763,7,5,2,1573
W15764,5,5,1,1552
W15765,101,25,109,77085
W15766,166,33,311,162295
W15767,6,6,2,2145
W15768,6,3,3,1444
W15769,10,5,4,2485
W15770,13,19,16,12238
W15771,302,50,470,527498
W15772,3,1,2,1667
W15773,13,13,15,9654
W15774,34,25,72,39043
W15775,20,19,23,16787
W15776,2,1,1,1625
W15777,4,1,4,2217
W15778,2,1,3,2346
W15779,72,31,157,94940
W15781,2,3,2,1466
W15782,4,1,2,0
W15783,21,14,9,5862
W15784,3,1,1,405
W15785,68,31,126,53887
W15786,13,9,9,6181
W15787,4,1,2,1078
W15789,2,3,1,1179
W15790,1,1,1,284
W15791,3,2,1,213
W15792,22,2,2,554
W15793,17,13,9,7803
W15794,3,4,1,527
W15795,219,35,326,179193
W15796,63,25,82,55569
W15797,4,2,3,3158
W15799,145,12,6,7158
W15800,4,3,2,408
W15802,4,1,1,314
W15803,28,7,12,9368
W15804,5,2,3,1852
W15805,3,5,2,3083
W15806,17,15,29,14087
W15807,47,22,44,36730
W15808,292,41,917,377942
W15809,3,2,1,1470
W15810,5,6,3,1560
W15811,59,18,7,9750
W15812,1,1,1,469
W15813,21,16,6,6574
W15814,20,18,23,18574
W15815,40,11,14,8358
W15816,238,10,442,474347
W15818,56,18,15,8656
W15819,8,1,2,928
W15820,2,1,1,453
W15822,1,1,2,466
W15823,1,1,1,584
W15825,5,7,2,2884
W15827,5,3,1,548
W15828,6,1,1,0
W15829,3,1,1,246
W15830,3,3,3,2691
W15832,3,2,2,394
W15833,2,3,1,419
W15836,1,1,3,3327
W15837,45,13,21,10353
W15838,20,3,6,3013
W15839,2,1,1,1163
W15840,105,32,155,136659
W15841,10,11,24,10289
W15842,18,18,16,20277
W15843,1,1,1,471
W15844,30,9,12,10308
W15845,1,1,1,455
W15846,126,31,402,181419
W15847,23,8,4,5465
W15848,5,5,3,2344
W15849,2,4,2,521
W15850,99,21,53,34396
W15851,54,12,39,25752
W15853,2,2,1,330
W15854,1,1,1,1064
W15855,33,10,6,5596
W15856,4,1,1,0
W15857,2,6,3,3129
W15858,1,1,1,0
W15859,3,1,1,399
W15860,214,25,152,77851
W15862,12,12,13,14594
W15863,34,9,6,5844
W15864,49,19,31,12774
W15865,100,32,176,106969
W15866,180,35,225,148004
W15867,17,23,24,19158
W15868,4,6,4,3731
W15869,14,8,4,4130
W15870,6,3,5,435
W15871,64,20,17,11610
W15873,3,1,2,1814
W15874,32,22,44,34829
W15875,5,5,4,2836
W15876,4,1,1,538
W15877,63,9,3,718
W15878,1,1,1,739
W15880,3,1,1,246
W15881,450,49,572,434834
W15882,185,21,514,388311
W15883,3,6,4,4574
W15884,27,15,28,11961
W15885,2,1,1,538
W15886,2,1,2,0
W15887,3,3,1,399
W15888,301,28,50,47969
W15889,6,1,1,282
W15890,397,43,620,295072
W15891,12,1,1,465
W15892,2,4,1,677
W15893,4,4,2,2880
W15894,336,35,294,154836
W15896,25,22,21,23585
W15897,5,8,3,2805
W15898,8,10,17,11248
W15899,40,15,8,8547
W15900,18,24,31,23536
W15901,17,1,2,802
W15902,32,9,9,6531
W15903,16,11,9,6925
W15905,3,1,3,1196
W15906,11,14,7,7962
W15907,19,10,4,4436
W15908,10,9,4,4363
W15909,6,4,3,2346
W15911,6,9,3,2999
W15913,146,34,94,81737
W15914,1,1,2,3045
W15915,573,39,592,270145
W15916,4,7,4,4164
W15917,9,2,7,2703
W15919,2,1,2,2149
W15920,14,12,11,14105
W15921,2,1,1,606
W15922,6,9,12,9128
W15923,255,35,253,160627
W15924,13,12,24,13761
W15925,9,1,1,1043
W15927,8,14,8,9128
W15928,11,15,5,5144
W15929,83,33,163,102239
W15930,7,8,2,3048
W15931,18,13,8,9136
W15932,5,1,5,1316
W15935,5,6,2,2948
W15936,18,11,18,14986
W15938,1915,57,2129,1138715
W15939,29,16,7,6647
W15940,6,9,5,3604
W15941,71,31,96,75321
W15942,51,25,49,43889
W15943,2,1,1,807
W15944,17,18,19,11799
W15946,28,8,1,193
W15947,582,40,646,287512
W15948,1,1,1,817
W15950,177,12,132,100042
W15951,9,8,5,7266
W15952,23,16,19,14315
W15953,16,27,36,27167
W15954,140,19,107,49914
W15955,3,12,3,3786
W15956,26,26,79,45179
W15959,21,11,1,779
W15960,3,5,2,2495
W15961,9,8,5,5086
W15962,25,11,5,6174
W15963,16,3,18,5592
W15964,20,21,35,25387
W15965,181,18,9,11728
W15966,7,1,1,488
W15967,69,16,17,17298
W15968,146,39,355,242685
W15969,5,3,1,443
W15970,2,1,2,0
W15971,5,10,4,5487
W15973,104,23,75,46285
W15974,1,1,1,1634
W15975,1,1,1,507
W15976,6,2,3,2754
W15977,13,21,17,17553
W15978,18,5,1,1606
W15979,2,1,1,0
W15981,5,3,3,2358
W15982,6,1,1,317
W15983,73,21,154,54673
W15984,324,39,782,359108
W15985,2,1,2,285
W15986,1,1,1,598
W15987,17,12,10,9355
W15988,136,25,38,54701
W15989,2,1,1,508
W15991,13,4,4,2487
W15993,57,18,60,29178
W15994,2,1,5,5427
W15996,15,11,6,6917
W15997,3,5,2,1470
W15998,17,6,1,1554
W15999,54,25,58,52473
W16000,2,5,2,3253
W16001,27,12,9,6027
W16002,3,1,1,89
W16003,25,23,44,41806
W16004,6,12,6,8358
W16006,19,7,8,3982
W16007,4,1,1,469
W16008,8,5,4,3023
W16009,14,13,10,13223
W16010,43,12,14,10698
W16011,1,1,1,1679
W16012,5,1,2,1822
W16013,3,1,1,429
W16015,39,18,29,15490
W16016,4,2,1,422
W16017,7,2,2,804
W16019,54,22,93,41360
W16020,1153,46,990,425706
W16021,8,5,1,1524
W16022,28,13,28,15478
W16023,13,15,11,8270
W16024,7,10,19,14346
W16025,47,23,106,71307
W16026,8,10,6,5033
W16027,9,11,3,4318
W16028,13,11,11,7675
W16030,12,1,1,1611
W16031,1,1,2,2085
W16032,172,26,103,40986
W16033,10,10,5,2238
W16034,35,26,45,51054
W16035,16,21,28,28164
W16036,5,1,3,2861
W16037,1,1,1,1664
W16038,6,1,2,787
W16039,2,4,1,1486
W16041,1031,60,2012,1495096
W16042,57,30,64,60197
W16043,4,2,1,586
W16044,5,9,8,6934
W16046,17,16,16,16007
W16048,348,45,455,290354
W16049,2,1,1,0
W16050,148,33,604,221827
W16051,3,2,1,257
W16052,43,20,38,31164
W16053,20,26,62,53028
W16054,5202,46,666,287652
W16055,53,23,71,35534
W16056,6,8,6,5036
W16057,27,21,20,30082
W16059,3,1,1,1538
W16060,27,12,9,9627
W16061,35,16,29,13003
W16062,3,2,3,1926
W16063,159,41,204,193440
W16065,433,46,652,364360
W16066,192,31,133,87939
W16067,13,5,3,3583
W16068,18,8,9,7150
W16069,16,16,12,10753
W16070,60,29,138,86833
W16071,17,8,6,4395
W16073,2,1,1,667
W16074,31,24,28,38161
W16077,73,23,33,21317
W16079,3,1,1,1581
W16080,2,1,2,2350
W16081,18,8,8,4074
W16082,6,6,3,3614
W16083,6,13,3,4363
W16084,3,5,3,3578
W16085,3,10,6,3846
W16086,11,12,6,8036
W16087,14,16,18,12975
W16088,19,14,19,11173
W16089,13,10,10,7000
W16090,124,30,188,117877
W16092,212,33,213,115238
W16093,3,1,3,898
W16094,2,3,1,220
W16095,5,9,11,11626
W16096,4,6,3,3470
W16097,154,31,110,81780
W16098,5,1,1,497
W16099,15,18,17,20615
W16100,4,1,1,375
W16102,21,11,9,5862
W16103,10,1,2,1207
W16104,3,1,1,181
W16105,3,5,1,1698
W16106,10,7,5,3245
W16107,118,32,324,122878
W16108,29,8,3,3276
W16109,17,5,1,1564
W16110,217,34,348,184904
W16112,7,2,1,242
W16113,1,1,1,1697
W16114,39,25,35,34865
W16115,12,6,6,5096
W16117,9,6,4,3159
W16118,602,36,270,192690
W16119,2,1,1,1435
W16120,7,10,6,5856
W16121,33,19,80,37344
W16123,5,13,16,11559
W16125,3,5,2,3116
W16127,7,9,3,3350
W16128,243,42,423,249992
W16129,15,14,31,16285
W16130,13,11,6,4796
W16131,34,15,34,19228
W16133,31,14,3,3732
W16134,30,12,31,10670
W16136,26,22,22,26795
W16137,18,2,3,494
W16138,210,35,219,118450
W16139,117,38,237,172712
W16140,7,1,1,510
W16141,1,1,1,1594
W16142,13,7,4,3940
W16143,1,1,3,4594
W16144,8,11,8,5818
W16145,30,21,72,34784
W16146,172,34,322,169272
W16147,68,33,194,100169
W16148,104,28,82,57363
W16149,12,6,5,3120
W16150,6,2,4,2254
W16151,287,39,534,296679
W16153,4,2,3,273
W16154,617,45,980,443230
W16155,14,20,22,30708
W16156,9,10,7,4984
W16157,90,26,156,87989
W16158,4,1,2,1413
W16159,12,15,6,4149
W16160,8,2,2,663
W16161,17,7,5,4200
W16162,12,10,6,7814
W16163,6,10,5,4779
W16166,14,7,4,4689
W16167,141,26,86,35077
W16168,17,6,3,2212
W16169,5,7,5,4766
W16170,14,8,5,6144
W16171,6,2,5,1495
W16172,6,1,1,255
W16175,10,1,2,1087
W16176,66,22,70,27654
W16177,4,1,2,1578
W16178,296,37,115,101137
W16179,5,9,11,7489
W16180,440,42,745,349436
W16181,17,11,11,5904
W16182,16,13,5,6824
W16185,9,7,5,4056
W16186,236,29,165,68903
W16187,85,27,181,78546
W16188,1,1,2,2513
W16190,61,21,62,38794
W16192,3,9,3,3756
W16193,1232,58,1810,946758
W16194,35,1,1,1558
W16195,68,15,10,8366
W16197,1095,50,1282,737644
W16199,8,6,3,2973
W16200,200,19,150,195923
W16202,104,26,75,36373
W16203,15,3,1,749
W16206,26,15,10,9108
W16207,3,10,6,7174
W16208,151,34,176,112808
W16209,57,31,117,73686
W16211,11,1,1,0
W16213,88,32,113,84733
W16214,1249,43,1015,504910
W16215,20,19,27,20073
W16216,3,6,2,1868
W16217,5,6,3,2720
W16219,4,12,4,5892
W16220,7,3,3,770
W16222,8,7,3,2650
W16223,9,1,1,237
W16225,29,12,15,9179
W16226,4,1,1,222
W16227,63,19,62,25273
W16228,60,16,84,103154
W16229,14,5,3,1768
W16231,219,37,201,109312
W16232,4523,19,2354,2496108
W16233,2,1,1,391
W16234,339,21,310,253383
W16236,4,1,1,194
W16237,25,23,69,44124
W16238,15,16,17,13812
W16239,159,33,220,122229
W16240,9,4,1,424
W16241,39,20,31,23176
W16242,7,4,2,1199
W16243,20,10,16,10609
W16244,1,1,1,486
W16245,5,1,2,2322
W16246,12,11,5,3907
W16247,19,13,8,6324
W16248,15,11,11,6562
W16250,4,4,1,1392
W16251,4,5,4,3951
W16252,2,1,2,2949
W16253,5,6,6,5932
W16254,4,1,2,547
W16255,2,5,1,1635
W16256,6,5,2,1087
W16257,3,1,2,665
W16258,33,22,14,18155
W16259,11,12,8,4801
W16260,6,1,2,2677
W16261,1,1,3,3065
W16262,55,25,46,41776
W16263,11,6,1,1636
W16264,1,1,2,347
W16265,78,20,24,14282
W16266,4,1,1,251
W16267,84,24,59,26313
W16268,857,52,1138,540260
W16271,25,19,29,24722
W16272,6,6,4,3296
W16273,48,31,103,72941
W16274,10,13,15,10941
W16275,27,9,8,6226
W16276,1,1,1,1550
W16277,10,6,4,2827
W16278,36,18,12,8528
W16279,5,3,3,3709
W16280,993,47,1389,637565
W16281,87,33,184,118407
W16282,2,1,2,1762
W16283,242,19,41,24854
W16284,119,13,163,66312
W16285,7,9,6,6962
W16286,2,3,2,2193
W16287,35,21,55,26567
W16288,114,35,242,107963
W16289,3,1,3,2225
W16290,76,26,58,29676
W16291,21,14,9,11675
W16293,127,22,164,63915
W16295,6,6,2,2331
W16296,9,5,2,1653
W16297,597,36,298,170244
W16299,1,1,1,1636
W16300,24,18,35,18629
W16301,1,1,1,1372
W16302,11,8,7,8288
W16303,8,9,3,4554
W16304,16,12,6,7786
W16305,18,18,15,15338
W16306,3,1,1,305
W16307,2,5,1,1558
W16308,201,22,46,24243
W16309,1266,49,1620,596192
W16310,2,1,1,465
W16311,4,10,11,7638
W16312,27,16,20,16475
W16313,41,14,42,29077
W16315,23,29,67,74736
W16316,97,23,122,50884
W16317,4,9,9,10884
W16318,2,1,1,267
W16319,73,17,35,16616
W16320,30,21,35,16240
W16321,16,10,10,8479
W16322,8,5,1,1511
W16324,11,11,9,4467
W16325,96,25,69,33145
W16326,5,8,4,3382
W16327,2,1,1,0
W16328,55,23,41,23394
W16329,437,37,811,349365
W16330,451,37,458,165439
W16331,10,15,9,12272
W16333,22,21,21,23426
W16334,23,13,25,15597
W16335,120,31,197,86529
W16336,5,1,2,864
W16337,145,40,133,178199
W16338,10,8,11,7581
W16339,8,17,16,11278
W16340,6,1,1,170
W16341,3,1,1,89
W16342,10,9,7,5097
W16343,11,10,4,1565
W16344,18,18,22,15834
W16345,1841,47,1546,662629
W16346,2,1,3,1635
W16347,15,9,3,1625
W16349,47,16,18,16013
W16350,7,1,1,598
W16351,84,26,89,47983
W16353,34,15,23,7718
W16355,106,21,25,22305
W16356,4,5,1,1644
W16357,3,1,1,89
W16358,3,5,1,1507
W16359,67,26,57,37647
W16360,120,17,19,12962
W16361,31,16,12,11352
W16362,10,7,3,2274
W16363,5,3,2,1682
W16364,4,7,7,4111
W16366,39,18,50,24847
W16367,15,10,10,10701
W16368,1,1,2,2446
W16369,210,25,267,91729
W16370,5,9,4,4340
W16371,4,1,1,653
W16372,50,25,48,34437
W16374,248,41,554,231269
W16375,25,18,25,15541
W16376,1,1,1,1625
W16377,221,12,8,9734
W16380,8,3,3,1537
W16381,4,5,2,1958
W16383,2,3,2,1824
W16384,848,42,661,309957
W16385,2,1,1,182
W16386,13,10,12,8397
W16387,3,1,1,240
W16388,3,2,1,123
W16389,15,7,3,2989
W16391,6,2,1,463
W16392,1,1,1,1596
W16393,130,26,97,36571
W16394,21,4,1,458
W16395,18,13,48,24108
W16396,25,10,2,3022
W16397,4,1,1,1007
W16398,270,37,202,156618
W16399,2,1,3,1562
W16400,5,1,1,727
W16401,2,6,4,5454
W16403,21,8,2,1713
W16404,2,1,1,939
W16405,33,18,18,15358
W16407,16,21,28,16208
W16408,306,37,117,60271
W16409,2,5,2,2524
W16410,2,1,2,505
W16412,2,7,4,3876
W16413,1289,28,179,84680
W16414,16,17,9,12084
W16415,24,23,20,27761
W16416,3,1,1,338
W16418,13,2,7,5060
W16419,3,4,5,3721
W16420,10,5,2,653
W16421,9,9,2,3240
W16422,72,20,33,16619
W16423,191,32,119,83489
W16424,10,8,2,3105
W16425,1,1,1,267
W16426,15,9,5,3511
W16429,134,25,39,41590
W16430,11,18,12,14593
W16431,7,4,1,1459
W16432,16,18,19,20029
W16433,1,1,2,1504
W16434,2304,53,2571,1043956
W16435,4,6,3,2400
W16436,17,16,14,13653
W16437,53,24,83,42358
W16438,35,18,21,18528
W16439,1,1,1,1623
W16440,5,4,2,698
W16441,107,39,226,175520
W16442,10,7,3,4428
W16443,101,25,72,36557
W16445,2,1,1,178
W16446,249,23,144,48736
W16447,12,9,2,3040
W16448,14,6,2,2412
W16449,29,21,29,17522
W16450,16,1,2,1579
W16451,18,9,11,8358
W16452,803,57,1625,1352738
W16453,415,39,591,285630
W16455,33,21,45,28852
W16456,56,5,1,1551
W16458,159,33,116,105707
W16459,7,1,3,1435
W16460,39,19,34,20939
W16461,3,1,2,2374
W16462,13,7,12,6866
W16463,3,5,8,9799
W16464,5,4,3,1759
W16465,3,1,2,525
W16467,1,1,1,1626
W16468,3,2,1,575
W16469,4,1,2,1917
W16470,1,1,1,1646
W16471,425,49,629,531723
W16472,64,30,69,37983
W16473,5,1,1,257
W16474,7,3,1,250
W16475,28,12,15,9467
W16477,1,1,1,1673
W16478,29,6,14,10290
W16479,46,13,18,18601
W16480,7,3,2,1710
W16481,3,1,1,0
W16482,17,16,11,9104
W16483,66,21,57,34422
W16484,10,1,3,284
W16485,35,15,24,16287
W16487,10,11,10,6776
W16488,30,24,33,35683
W16489,18,15,19,13931
W16490,8,10,11,7610
W16491,2,3,1,1235
W16492,5,3,2,3299
W16494,966,45,357,324034
W16495,10,11,5,6985
W16497,21,15,19,12123
W16498,34,22,39,31403
W16499,10,11,5,5366
W16500,159,41,505,397307
W16501,1,1,1,488
W16502,8,3,1,310
W16503,18,16,19,11052
W16504,13,16,7,10047
W16505,10,10,5,3049
W16508,51,10,1,1609
W16509,5,9,5,5778
W16510,21,13,15,9234
W16511,4,9,5,5331
W16512,4,8,2,2400
W16513,13,7,9,4168
W16514,30,22,20,26014
W16515,4,15,10,5814
W16516,9,1,1,633
W16517,1,1,1,34
W16518,25,20,35,18943
W16519,16,15,10,10228
W16520,15,7,8,4164
W16521,2,2,3,2347
W16524,36,28,48,52319
W16526,7,6,2,3041
W16527,5,4,3,2343
W16529,135,36,157,142500
W16530,66,14,1,1645
W16531,10,12,13,7810
W16532,13,10,12,9459
W16533,84,22,62,37555
W16534,10,6,3,2537
W16535,38,10,3,4564
W16536,1,1,1,299
W16537,32,20,26,24109
W16538,42,19,26,21433
W16539,5,5,2,1460
W16540,77,14,20,15750
W16541,11,19,9,9130
W16542,15,12,5,6309
W16543,17,13,21,10042
W16545,2,1,2,2646
W16546,5,6,1,1641
W16547,6,10,1,1622
W16548,3,1,1,550
W16549,37,16,20,10792
W16550,625,44,650,317853
W16551,9,11,6,5454
W16552,4,14,6,4908
W16553,6,5,2,2206
W16554,25,16,27,16063
W16555,8,5,4,2763
W16556,85,22,64,43608
W16557,13,11,23,11132
W16558,51,17,70,33248
W16559,4,4,1,485
W16560,1,1,1,130
W16563,3,1,1,89
W16565,1,1,1,1432
W16566,18,12,10,9020
W16567,9,4,1,1408
W16568,37,25,29,41339
W16569,123,24,177,81410
W16570,2,5,1,1635
W16571,3,7,3,4580
W16572,188,27,126,49099
W16573,871,45,1166,564969
W16576,38,19,41,23128
W16577,14,10,7,6462
W16578,104,23,47,35877
W16579,137,27,161,70176
W16580,16,7,7,4696
W16581,46,16,39,18942
W16582,2,5,3,3900
W16583,6,8,2,2272
W16584,10,8,3,3076
W16585,3,5,1,1591
W16586,2,2,1,346
W16587,1,1,1,227
W16589,21,7,10,4022
W16591,18,9,5,7082
W16592,14287,38,241,265183
W16593,94,26,108,49660
W16594,13,2,3,1423
W16595,13,6,1,1586
W16596,25,17,34,27161
W16597,138,30,165,65912
W16598,6,9,6,4286
W16599,6,6,2,2738
W16600,11,13,8,11595
W16602,40,20,19,11045
W16603,11,11,3,3334
W16604,11,12,10,5449
W16605,17,12,99,37683
W16606,9,3,3,2023
W16607,7,11,10,8386
W16608,3,8,2,3222
W16609,2,5,1,1671
W16610,29,15,9,8341
W16612,168,28,61,28715
W16613,9,3,3,1389
W16614,68,17,22,15289
W16615,188,33,126,81839
W16616,3,8,4,4502
W16618,49,26,115,53135
W16619,3,1,1,481
W16620,253,40,254,192921
W16621,12,15,14,12198
W16622,9,2,1,1576
W16624,29,15,33,20690
W16625,83,20,39,29346
W16626,60,32,147,86679
W16628,38,19,27,15148
W16629,39,19,28,21092
W16630,716,44,736,462055
W16631,11,7,4,3431
W16632,8,13,11,7523
W16634,32,5,13,5868
W16635,114,25,166,77379
W16636,86,30,148,72558
W16637,11,11,13,6800
W16638,1,1,2,3232
W16640,11,3,1,272
W16642,52,24,70,36657
W16644,8,5,1,1537
W16645,18,1,1,589
W16652,8,12,5,7006
W16653,7,3,3,1376
W16654,85,17,14,13775
W16655,5,1,1,984
W16656,22,10,5,5123
W16657,2,3,1,170
W16658,28,6,14,8816
W16659,1,1,4,3069
W16661,913,51,1823,842901
W16662,8,1,1,616
W16663,5,3,2,591
W16665,2,5,3,1924
W16666,31,14,9,5947
W16667,3,8,6,7087
W16668,9,11,10,10075
W16670,12,12,7,6101
W16671,5,3,3,968
W16674,5,5,1,1607
W16675,4,14,25,14990
W16678,16,11,9,9172
W16679,4,5,3,1384
W16680,16,11,5,5008
W16681,39,24,56,33212
W16682,118,11,21,14317
W16683,203,46,649,391173
W16684,5,11,7,5605
W16685,17,22,69,42300
W16686,1,1,1,590
W16687,301,37,179,156497
W16688,38,19,20,19285
W16689,496,45,909,439890
W16690,210,37,349,201887
W16691,4,5,1,1546
W16693,9,15,7,5774
W16694,4,4,1,1548
W16695,9,12,7,5361
W16697,12,1,1,0
W16698,48,29,100,60781
W16699,3,1,3,2942
W16700,2,5,3,3593
W16701,28,15,22,14006
W16702,12,2,5,1162
W16703,97,30,167,78281
W16704,3,5,2,3044
W16705,155,37,305,208605
W16707,21,18,13,18207
W16708,439,46,868,688804
W16710,7,2,1,343
W16711,336,30,112,89202
W16712,9,3,7,3964
W16713,2,1,1,576
W16714,310,49,757,322068
W16716,14,17,46,17154
W16717,22,1,1,653
W16718,69,10,5,2542
W16719,20,20,20,14827
W16720,20,5,4,1913
W16721,18,15,22,15914
W16724,94,18,16,16333
W16725,1,1,3,2494
W16728,13,10,7,6591
W16729,13,18,13,14237
W16730,172,14,11,12864
W16731,8,11,7,6811
W16732,1,1,2,2231
W16733,16,18,13,17025
W16735,2,1,1,438
W16736,40,18,36,24110
W16737,143,18,77,26264
W16738,8,5,3,1857
W16739,31,10,7,4610
W16740,7,6,8,4815
W16742,13,1,2,1855
W16744,26,9,3,2221
W16745,18,8,4,3567
W16746,8,2,3,153
W16747,5,11,5,5882
W16748,5,1,1,203
W16749,201,35,152,134820
W16750,3,1,2,395
W16751,36,25,34,33656
W16753,32,26,46,34547
W16754,27,9,4,3149
W16755,12,14,18,13627
W16757,25,22,35,30793
W16758,22,16,19,13655
W16759,4,5,2,1859
W16760,4,5,2,2024
W16761,2,6,4,5072
W16762,29,12,10,4278
W16763,1,1,1,1505
W16765,133,17,88,33377
W16767,6,1,2,1066
W16768,1,1,3,2810
W16769,9,6,2,1950
W16770,2,1,1,1558
W16771,6,2,3,3064
W16772,24,16,12,15957
W16773,7,1,3,1595
W16774,3,4,4,3450
W16775,1,1,1,871
W16777,23,20,12,14422
W16778,2,1,1,1594
W16779,18,11,3,1083
W16780,3,2,1,216
W16781,18,10,20,8892
W16782,2,1,1,628
W16784,2,5,2,2786
W16785,2,2,1,304
W16786,4,9,4,3377
W16787,6,5,4,2944
W16788,8,5,3,3354
W16789,4,4,1,1526
W16790,1,1,1,187
W16791,37,15,15,9727
W16792,26,17,52,30422
W16793,5,4,2,1432
W16794,54,34,83,91650
W16795,9,3,4,3105
