"WID","login_count","level","playcount_sum","playtime_sum"
W16796,13,8,5,4311
W16797,1,1,2,1503
W16798,3,4,2,2060
W16799,5,1,1,170
W16801,7,8,4,4707
W16802,5,5,2,1232
W16804,163,27,144,82596
W16805,671,40,700,254171
W16806,155,35,371,128177
W16807,9,7,4,3935
W16808,8,8,3,3249
W16810,5,5,1,1499
W16811,10,1,2,762
W16815,2,1,1,1160
W16816,11,10,5,4570
W16817,7,8,5,6132
W16819,15,1,1,0
W16820,62,24,35,35340
W16821,6,1,3,440
W16822,1036,44,1421,633033
W16823,19,6,5,6561
W16824,863,44,1312,353635
W16825,6,6,1,1525
W16826,323,46,547,301590
W16827,366,44,720,474547
W16828,7,2,1,97
W16829,17,17,16,16515
W16830,4,5,2,1894
W16832,2,1,1,0
W16833,6,9,5,4422
W16834,64,25,68,30482
W16836,8,9,4,4608
W16837,29,15,21,11639
W16838,22,9,4,3838
W16840,14,10,3,3435
W16841,3,1,1,1467
W16842,36,18,56,30122
W16844,21,13,6,3846
W16845,3,1,1,0
W16846,2,1,1,471
W16847,299,35,353,161867
W16848,4,4,1,799
W16849,2,1,1,1504
W16850,3,6,1,1578
W16851,186,26,87,53794
W16852,23,7,3,2741
W16853,80,24,126,51520
W16854,6,5,1,1590
W16855,3,1,2,2045
W16856,1,1,1,368
W16857,26,16,16,15309
W16858,336,26,42,24502
W16859,2,2,1,98
W16860,32,17,63,26631
W16861,1,1,2,1953
W16862,1,1,1,755
W16863,6,7,2,2896
W16865,3,1,1,1689
W16866,9,2,1,0
W16867,9,8,8,4681
W16868,39,16,28,11300
W16869,7,11,4,5948
W16870,27,17,19,18117
W16871,38,16,3,4604
W16873,9,4,1,508
W16874,196,42,604,306462
W16875,3,4,2,1103
W16876,41,22,34,25115
W16878,6,10,6,8272
W16879,6,1,1,0
W16880,10,1,1,151
W16881,39,15,40,15751
W16882,5,5,5,5194
W16883,12,1,4,1084
W16884,18,8,1,1471
W16885,50,19,85,38770
W16887,1,1,4,2304
W16891,18,14,10,7819
W16892,3,10,3,3894
W16893,22,14,12,10077
W16894,9,9,9,5347
W16895,3,1,1,194
W16896,75,28,88,52184
W16897,33,20,59,34827
W16898,8,11,12,9192
W16899,12,15,2,3095
W16900,46,17,21,11142
W16901,18,17,30,22328
W16902,23,14,15,5395
W16904,79,27,131,63083
W16905,2,5,2,3164
W16906,2,1,1,428
W16907,49,20,51,25337
W16908,923,45,1726,549557
W16909,98,17,25,22957
W16910,3,4,1,545
W16912,16,1,1,60
W16913,16,10,4,5384
W16914,2,5,1,1595
W16915,86,20,52,33073
W16916,154,26,136,69963
W16918,7,9,3,4841
W16919,106,29,60,39665
W16920,2,4,3,1687
W16921,16,17,6,3203
W16922,3,1,1,385
W16924,8,16,37,18532
W16925,10,12,7,4926
W16927,6,6,1,1554
W16928,4,3,4,3604
W16930,6,3,2,120
W16931,20,1,2,740
W16932,4,9,6,5747
W16933,62,12,4,5392
W16934,2,3,2,1985
W16935,3,1,1,1532
W16936,75,19,50,19985
W16937,11,7,1,1580
W16938,13,3,1,81
W16939,237,41,557,267329
W16940,7,8,2,2287
W16941,5,2,2,2159
W16942,4,1,1,0
W16943,2,8,7,6655
W16944,2,1,1,1400
W16945,9,13,11,11696
W16946,8,4,3,772
W16947,3,5,2,3073
W16948,5,6,6,3545
W16949,6,3,7,2840
W16950,72,30,86,58125
W16951,38,30,148,65110
W16952,66,22,106,38859
W16953,4,1,1,446
W16954,23,11,4,4032
W16955,68,21,44,22925
W16956,15,9,8,5721
W16957,16,15,13,8535
W16958,7,3,2,339
W16959,2,2,1,385
W16960,19,15,21,11608
W16961,38,18,59,46306
W16962,4,1,5,4409
W16963,191,41,362,245524
W16964,155,35,239,128620
W16968,9,11,15,10114
W16970,7,5,1,1615
W16971,129,26,59,64555
W16973,31,3,6,2706
W16974,424,39,340,174868
W16975,5,3,3,2433
W16976,7,6,3,2989
W16977,14,5,3,2460
W16978,2,1,1,718
W16980,4,1,2,793
W16981,4,7,5,2150
W16982,6,6,3,2803
W16983,2,1,1,234
W16984,480,46,749,387747
W16985,20,10,9,4028
W16986,13,1,5,905
W16987,9,14,14,5762
W16988,3,11,6,2951
W16989,6,6,5,2446
W16990,13,1,1,174
W16991,20,8,6,4631
W16992,3,1,2,1896
W16994,3,1,2,1822
W16995,82,22,134,47037
W16996,957,54,3166,1333830
W16997,3,3,1,204
W16998,12,13,8,7566
W16999,11,15,11,6012
W17000,5,1,1,689
W17001,8,3,2,1607
W17002,5,11,7,7200
W17003,41,13,15,6130
W17004,30,19,19,18794
W17005,5,2,2,620
W17006,7,7,3,2468
W17007,11,1,1,1060
W17009,10,7,3,2475
W17010,9,1,3,1439
W17011,57,21,10,12817
W17012,10,1,2,675
W17013,3,3,2,744
W17014,164,33,157,99926
W17016,41,15,34,16453
W17017,89,26,86,32980
W17018,15,11,25,26418
W17019,4,5,1,1582
W17020,5,14,12,10289
W17021,15,13,10,8240
W17023,1,1,3,3561
W17024,3,1,2,2236
W17026,5,1,2,316
W17027,8,5,1,1632
W17028,14,13,18,7858
W17029,7,1,2,1190
W17030,7,7,2,3065
W17031,6,3,3,2264
W17032,90,26,83,55582
W17033,6,6,4,2593
W17034,64,19,37,12307
W17035,5,9,4,4956
W17036,3,3,2,1121
W17037,22,3,4,2232
W17039,237,37,374,175941
W17041,137,30,120,85619
W17042,47,20,125,36939
W17043,7,4,2,2945
W17044,2,1,2,2575
W17045,4,2,2,1299
W17046,6,6,3,1054
W17047,3,1,2,3206
W17049,5,1,2,832
W17050,1,1,2,3363
W17051,3,1,7,2129
W17052,3,5,2,1990
W17054,11,3,1,543
W17055,8,1,2,1821
W17056,47,29,42,57566
W17057,3,2,3,553
W17058,1,1,2,3042
W17060,357,30,201,108147
W17061,43,21,56,34259
W17062,25,19,24,11702
W17063,10,1,3,1249
W17064,5,2,2,563
W17065,7,2,1,794
W17066,180,37,452,193800
W17067,3,4,2,1156
W17068,27,15,23,18910
W17069,8,10,6,6199
W17070,15,4,3,2274
W17071,438,41,414,314264
W17072,45,19,24,16210
W17074,2,1,2,1874
W17075,14,12,9,4676
W17076,132,31,258,104506
W17077,3,1,1,0
W17078,3,1,1,0
W17079,65,16,29,12394
W17080,155,45,948,526415
W17081,217,41,264,238599
W17082,63,19,66,31718
W17084,215,38,250,164607
W17085,18,13,8,9982
W17086,69,25,115,52001
W17088,3,1,1,1552
W17089,365,39,543,309548
W17090,141,35,195,113271
W17091,1,1,1,1514
W17092,29,20,21,22276
W17093,3,1,2,1059
W17094,42,16,9,4039
W17095,2,1,2,2006
W17096,5,9,2,3161
W17097,11,6,4,2032
W17098,14,13,4,5155
W17099,2,1,1,1448
W17100,6,5,3,3675
W17101,27,14,7,7253
W17102,2,3,2,2470
W17103,8,3,5,526
W17104,16,6,6,3527
W17105,6,6,4,1633
W17106,21,12,10,5944
W17108,3,1,1,89
W17109,5,1,1,246
W17110,5,1,2,1021
W17111,2,6,1,1611
W17113,229,22,120,53862
W17114,6,3,1,1541
W17115,32,10,11,4118
W17116,1031,38,481,258100
W17117,6,6,3,1440
W17118,14,1,2,1431
W17119,2,4,1,623
W17121,27,17,13,6152
W17122,2,1,1,1435
W17124,35,13,20,8940
W17125,4,12,10,6292
W17126,7,5,4,1522
W17128,127,29,122,61143
W17129,354,37,606,241640
W17130,5,1,1,1497
W17131,2,1,1,60
W17132,2,1,1,486
W17133,11,4,3,1607
W17134,13,1,1,173
W17135,3,5,3,3287
W17137,99,36,271,181032
W17141,76,21,54,34350
W17142,4,7,6,2668
W17144,3,1,4,1081
W17145,4,5,4,1441
W17146,11,12,9,7128
W17147,2,1,4,0
W17148,7,9,6,7107
W17149,3,5,2,1696
W17151,192,34,234,76986
W17152,7,7,7,2205
W17153,3,4,2,1391
W17156,1,1,1,1575
W17158,26,14,9,9679
W17159,7,5,2,1098
W17160,11,11,9,8256
W17161,558,46,1070,501332
W17162,7,11,3,2257
W17163,17,4,3,1512
W17164,21,17,18,13116
W17166,68,18,8,4119
W17167,17,13,14,11597
W17168,2,1,2,424
W17170,39,20,23,18004
W17174,329,30,58,21874
W17175,7,12,19,5147
W17176,80,17,13,9362
W17177,18,9,2,2086
W17178,1082,38,566,250123
W17180,24,22,28,24472
W17181,71,15,56,20102
W17182,13,13,13,12261
W17183,6,1,2,405
W17184,11,1,3,3539
W17187,36,19,36,24853
W17188,4188,40,248,248117
W17189,13,5,2,1604
W17191,247,25,318,171739
W17192,5,4,2,1776
W17193,4,1,1,545
W17194,23,18,14,16707
W17195,14,15,24,15924
W17196,6,5,1,1539
W17197,13,3,2,1971
W17198,57,13,7,6278
W17199,7,1,3,467
W17200,26,4,3,1209
W17201,109,21,28,28785
W17202,28,17,15,14837
W17205,3,3,2,1428
W17206,45,17,26,13281
W17208,398,23,94,42061
W17209,16,3,1,89
W17210,7,10,9,4218
W17213,2,9,13,11518
W17214,19,8,7,3961
W17215,127,29,110,37030
W17216,5,10,6,3689
W17217,46,19,11,12497
W17218,325,23,65,33440
W17219,10,2,1,338
W17220,19,9,2,3099
W17221,3,1,1,755
W17222,21,11,20,10596
W17223,97,16,34,12725
W17224,3,1,1,198
W17225,32,19,26,21985
W17226,25,17,16,18478
W17227,10,9,3,3439
W17228,18,15,9,11808
W17229,32,10,9,7257
W17230,13,9,7,7154
W17231,4,4,3,836
W17232,34,16,22,11450
W17234,1,1,1,1324
W17235,6,9,4,3109
W17236,12,16,10,9743
W17237,4,12,8,5909
W17238,18,16,25,15173
W17239,6,1,3,1270
W17240,8,7,3,2743
W17241,24,25,37,41953
W17243,6,8,3,1248
W17244,10,9,9,8631
W17245,165,37,264,144577
W17247,89,24,202,82259
W17248,16,10,13,4643
W17249,5,10,6,8950
W17251,7,11,4,5582
W17252,3,6,3,1617
W17253,4,5,1,1685
W17254,2,1,1,268
W17255,4,5,5,2025
W17256,1300,37,422,180255
W17257,2,1,1,837
W17258,8,7,5,5488
W17259,20,17,21,14860
W17261,230,34,134,95263
W17262,9,10,6,7018
W17263,6,11,7,4946
W17265,14,14,6,8944
W17266,14,12,8,6365
W17267,17,22,30,22236
W17268,3,5,2,2333
W17270,5,12,13,10724
W17271,61,15,16,19887
W17272,2,2,1,32
W17273,815,44,1257,708410
W17274,12,6,6,4935
W17275,8,6,4,2670
W17276,37,16,36,16356
W17277,10,12,4,5776
W17279,21,17,6,6168
W17280,40,17,42,18722
W17281,131,18,270,121257
W17282,3,1,1,1112
W17284,18,22,40,44879
W17285,81,29,146,99236
W17286,14,13,5,5481
W17289,435,44,949,457308
W17290,23,1,1,1037
W17292,10,3,1,235
W17293,198,38,138,161387
W17294,120,33,245,132832
W17295,838,18,355,183400
W17296,358,38,349,183166
W17297,102,21,40,31008
W17298,24,17,36,16355
W17299,4,3,1,458
W17300,6,8,7,2685
W17301,7,6,2,2026
W17303,13,8,3,1576
W17304,5,10,2,1850
W17306,8,8,7,4854
W17308,4,7,1,758
W17309,5,4,2,1794
W17310,6,1,2,919
W17312,16,19,15,21525
W17313,79,19,58,32752
W17314,23,18,19,14943
W17315,33,27,40,48116
W17316,96,23,79,42773
W17319,91,27,103,51857
W17320,54,5,1,779
W17321,6,10,4,4988
W17322,4,10,5,2242
W17324,3,1,1,600
W17325,4,3,2,1525
W17326,2,5,3,2753
W17327,6,8,4,3763
W17328,8,1,1,1459
W17329,1,1,1,505
W17330,5,1,4,1460
W17331,8,3,1,360
W17332,7,3,4,2427
W17333,2,1,2,1611
W17334,7,8,10,5865
W17335,19,7,8,5855
W17336,154,27,147,71953
W17338,5,11,6,7195
W17339,15,13,4,4653
W17340,4,6,5,1693
W17341,5,3,3,1723
W17342,10,14,9,9486
W17343,36,12,4,5402
W17344,1,1,1,519
W17345,3,1,1,773
W17346,38,17,38,16418
W17347,2,1,1,595
W17348,48,19,15,15178
W17349,163,18,45,17839
W17350,92,26,148,67081
W17351,165,27,412,128488
W17352,2,1,1,1401
W17353,158,38,164,208714
W17354,5,1,1,0
W17358,26,12,22,12413
W17360,25,18,13,16866
W17361,7,1,1,735
W17362,3,1,1,1190
W17363,2,2,1,231
W17364,33,13,20,10062
W17365,5,8,2,2101
W17366,86,14,21,10065
W17367,645,55,937,964973
W17368,19,7,10,6026
W17369,45,22,27,27508
W17370,4,1,2,997
W17371,14,8,3,3181
W17372,4,12,8,4029
W17374,15,6,15,11487
W17375,6,6,3,3629
W17376,6,13,10,10658
W17377,40,19,15,14172
W17378,262,35,697,257798
W17379,34,12,15,8361
W17380,15,22,16,24867
W17381,4,3,2,1180
W17382,3,4,1,664
W17383,5,1,2,2040
W17385,3,1,1,531
W17386,7,1,1,747
W17387,30,11,22,13557
W17388,90,5,3,1824
W17389,44,16,53,33784
W17391,9,3,3,2475
W17392,17,4,8,3368
W17394,128,23,97,46734
W17395,58,13,8,6452
W17396,70,18,36,23860
W17397,39,11,7,2781
W17398,55,28,59,51886
W17399,6,5,1,1473
W17400,3,1,2,1772
W17401,29,27,84,71144
W17403,7,10,6,3555
W17404,45,19,50,24398
W17405,34,8,10,5861
W17406,21,11,13,9900
W17408,62,16,19,18440
W17409,1,1,1,315
W17410,24,3,9,4359
W17411,9,8,5,2928
W17412,8,11,4,5413
W17414,45,21,68,38429
W17415,2,1,1,805
W17416,24,14,4,3207
W17417,4,7,2,2048
W17418,2,5,1,1564
W17419,11,11,6,5674
W17420,86,34,149,137284
W17421,3,6,4,2255
W17422,96,26,100,38611
W17423,6,3,2,1196
W17424,15,12,4,4021
W17425,141,29,101,55744
W17426,8,4,2,2356
W17427,3,1,2,0
W17428,179,39,263,206748
W17429,158,23,84,33879
W17430,1,1,2,3224
W17431,23,20,26,20533
W17432,45,19,60,32051
W17433,2,4,5,2740
W17434,7,13,8,9316
W17435,17,13,19,10770
W17436,3,3,1,217
W17437,14,6,5,4887
W17438,14,1,1,89
W17439,25,23,49,27775
W17440,79,11,52,48741
W17441,27,19,21,20696
W17444,8,1,1,293
W17446,1,1,1,456
W17447,8,7,4,1940
W17448,5,1,2,282
W17453,1,1,1,459
W17454,15,15,16,12979
W17455,1,1,1,182
W17456,78,30,67,47694
W17457,19,15,25,14735
W17459,458,36,579,254515
W17460,13,17,33,14815
W17461,3,10,3,4629
W17462,82,11,33,15268
W17463,55,24,95,49363
W17464,3,3,2,814
W17465,19,10,8,7999
W17466,4,5,3,1873
W17467,10,15,5,4725
W17468,132,31,140,62629
W17470,1,1,3,2167
W17471,6,12,6,9521
W17472,374,45,553,421157
W17473,6,3,1,1565
W17474,1,1,3,4806
W17475,102,35,224,88672
W17477,7,5,2,2118
W17480,56,18,14,8348
W17481,83,8,13,12318
W17482,7,13,12,12035
W17483,168,30,103,76525
W17485,109,28,190,112476
W17486,18,13,4,4577
W17487,4,1,1,189
W17488,514,43,874,340520
W17489,24,13,15,11534
W17491,44,26,45,51625
W17492,44,14,16,13659
W17493,13,11,7,5861
W17494,30,22,35,17449
W17495,30,15,9,11179
W17496,25,17,10,11751
W17497,21,14,14,12270
W17498,8,12,8,5645
W17499,97,28,81,58312
W17500,228,32,240,139249
W17501,2,1,1,0
W17502,44,18,41,28618
W17503,8,7,6,7080
W17504,237,40,277,237765
W17505,158,35,342,132285
W17506,2,1,1,60
W17507,204,27,259,141752
W17508,154,34,221,101276
W17510,4,3,2,1692
W17511,3,1,1,528
W17512,1,1,1,1572
W17513,4,10,3,2003
W17514,40,17,28,16001
W17515,1,1,3,3143
W17516,6,8,5,5220
W17517,30,26,60,54614
W17518,19,8,9,5925
W17519,6,11,4,1582
W17520,62,19,16,9316
W17522,7,6,2,3280
W17523,5,1,1,523
W17524,15,12,11,9119
W17526,549,49,1033,546394
W17527,23,13,14,9590
W17529,22,19,10,14234
W17530,1,1,2,3124
W17531,1,1,1,1502
W17532,3,2,1,189
W17533,12,7,6,5815
W17534,256,40,434,205130
W17535,4,3,3,582
W17536,56,18,59,31563
W17537,256,38,304,174926
W17538,173,29,129,56364
W17541,2,1,1,0
W17542,8,1,1,857
W17543,31,21,20,25822
W17544,43,20,17,14267
W17545,15,16,14,12400
W17546,20,15,16,11377
W17547,87,16,24,29546
W17548,30,16,22,16857
W17549,12,6,2,2698
W17550,1,1,1,1619
W17551,3,1,1,1579
W17552,14,8,6,7002
W17553,3,4,3,655
W17554,16,11,19,7679
W17555,3,10,5,6129
W17556,2,3,1,529
W17557,162,32,104,102290
W17558,21,20,25,21224
W17559,2,1,1,145
W17561,6,1,1,0
W17563,6,4,2,853
W17564,79,17,33,14921
W17566,3,5,1,1530
W17567,11,13,9,9771
W17568,11,4,4,1347
W17569,22,13,20,11984
W17570,51,16,56,38507
W17571,24,11,7,8466
W17572,2,1,1,60
W17573,11,1,1,403
W17574,5,7,3,3285
W17576,67,30,89,78329
W17577,46,29,83,58986
W17578,9,8,9,7735
W17579,1,1,3,3870
W17580,190,26,166,70197
W17581,1,1,1,1521
W17582,878,46,750,448730
W17584,30,5,1,1635
W17585,4,2,2,1845
W17586,9,15,11,10904
W17587,1,1,1,269
W17588,177,33,230,111887
W17589,91,28,102,62968
W17590,7,8,9,5642
W17592,480,51,735,778719
W17593,16,9,3,1479
W17595,15,1,1,1082
W17596,11,10,2,2817
W17597,277,42,441,240214
W17598,11,12,6,4615
W17599,12,1,5,3746
W17600,2,3,1,908
W17601,6,6,1,1665
W17603,11,14,15,12976
W17604,674,45,443,519257
W17605,74,23,49,21767
W17606,31,28,53,43187
W17607,10,12,5,5693
W17608,15,11,12,7997
W17609,24,21,23,20091
W17610,26,12,8,7746
W17612,3,4,2,783
W17613,17,13,30,12257
W17614,92,24,57,39243
W17615,78,29,114,57214
W17616,12,9,9,6787
W17618,1,1,1,1567
W17619,35,16,31,15082
W17620,13,1,1,0
W17624,29,13,12,9800
W17625,24,18,28,13023
W17626,5,5,3,1355
W17627,2,1,2,475
W17628,4,1,1,0
W17630,101,26,102,44261
W17632,54,23,49,26502
W17633,17,12,8,8897
W17637,888,45,728,428122
W17638,39,15,17,9524
W17639,6,8,4,3559
W17640,50,19,33,19145
W17642,4,10,2,3136
W17645,5,6,2,3168
W17646,1,1,1,1511
W17647,5,1,2,2526
W17648,7,6,4,4106
W17649,11,14,9,9653
W17651,35,17,14,11881
W17652,7,12,9,6710
W17653,5,3,3,1881
W17655,5,1,3,924
W17656,17,13,26,10610
W17657,9,6,3,3706
W17658,9,6,1,1574
W17659,11,5,1,1658
W17660,1,1,1,1576
W17661,5,1,1,89
W17664,4,9,7,4573
W17665,23,13,18,8387
W17666,193,52,476,348886
W17670,6,1,1,286
W17671,14,5,3,2580
W17672,18,9,4,3457
W17673,57,24,47,35924
W17674,5,5,2,1985
W17675,6,4,5,3247
W17676,2,1,2,1180
W17677,2,3,2,2404
W17678,25,18,19,23925
W17680,10,12,10,7924
W17681,15,16,11,12703
W17682,1,1,1,356
W17683,4,1,3,2058
W17684,11,11,6,6733
W17685,29,15,22,16371
W17686,21,13,38,15174
W17687,8,14,14,10113
W17688,89,23,51,27039
W17689,17,16,8,7244
W17690,173,19,21,21063
W17691,126,27,105,69507
W17692,5,9,3,4149
W17694,45,21,16,21553
W17695,3,5,4,3652
W17696,287,39,541,226315
W17697,46,18,24,23686
W17698,534,44,830,394251
W17699,31,24,66,42149
W17700,1,1,1,1669
W17701,22,6,6,3196
W17702,12,15,11,11421
W17703,4,2,1,931
W17704,11,11,7,5890
W17707,3,2,1,150
W17708,7,4,2,1632
W17709,132,32,194,107836
W17710,3,1,1,0
W17712,22,7,4,3881
W17713,4,2,2,149
W17715,48,14,21,6831
W17717,86,10,8,7429
W17719,6,4,2,766
W17720,18,8,5,5844
W17721,7,16,15,8496
W17722,21,7,3,4243
W17723,4,1,1,0
W17724,9,15,18,8599
W17725,5,6,3,3527
W17726,49,14,22,12258
W17727,4,2,1,287
W17728,2,3,2,725
W17730,6,5,5,1804
W17731,180,37,268,168038
W17732,51,19,11,7980
W17733,2,1,1,1605
W17734,3,8,5,5323
W17735,2,3,1,565
W17736,8,10,7,6398
W17737,283,38,384,195226
W17738,171,37,273,176553
W17739,273,34,492,191979
W17740,91,18,22,20512
W17742,36,18,26,19373
W17743,1,1,1,0
W17744,22,11,17,5667
W17745,83,31,95,98000
W17746,167,43,318,245114
W17748,234,21,116,55861
W17749,40,22,34,29273
W17750,19,1,5,1721
W17752,81,24,74,29666
W17753,25,16,8,9656
W17754,8,10,5,5797
W17756,5,7,7,3448
W17757,166,34,113,42187
W17759,5,1,1,252
W17760,20,23,39,26857
W17761,53,18,56,23250
W17762,20,6,1,1653
W17763,38,14,12,3066
W17764,49,25,57,50967
W17765,3,1,1,252
W17766,3,1,1,303
W17767,146,14,24,16504
W17768,3,1,3,3078
W17770,1,1,2,2100
W17771,183,28,148,63926
W17772,150,24,90,57519
W17773,1,1,2,3172
W17774,4,1,1,1556
W17775,11,9,3,4238
W17777,5,4,4,945
W17778,23,20,40,14646
W17780,14,7,4,1143
W17781,6,2,1,180
W17782,20,14,7,9883
W17783,16,13,23,13661
W17784,208,22,110,41814
W17788,2,2,3,2551
W17791,1,1,1,1608
W17793,140,17,19,12637
W17794,3,1,3,1745
W17795,7,7,4,4703
W17796,2,1,1,47
W17797,9,5,1,1535
W17798,106,17,73,33205
W17799,9,11,5,3220
W17800,53,25,91,56335
W17801,8,3,2,1556
W17803,5,10,4,5383
W17804,20,10,16,12841
W17805,5,2,2,711
W17806,8,9,9,4269
W17807,1,1,1,1676
W17808,13,4,2,2792
W17810,112,22,56,40990
W17812,6,12,6,7065
W17815,17,7,2,3131
W17816,8,1,2,678
W17817,6,4,3,1466
W17818,2,1,1,296
W17819,33,12,15,10477
W17820,41,16,1,170
W17821,5,1,1,277
W17822,7,15,9,8194
W17825,404,44,1078,470716
W17828,6,7,4,5607
W17829,546,42,929,370645
W17830,3,1,1,137
W17831,8,6,4,3864
W17833,3,1,2,2208
W17834,3,5,1,1684
W17835,10,3,4,2365
W17836,3,1,1,0
W17837,6,1,1,296
W17838,1240,51,1620,968423
W17839,23,8,4,3886
W17840,643,49,1202,508406
W17841,6,2,2,1429
W17842,5,5,3,1998
W17843,31,15,40,51883
W17845,47,16,18,12788
W17846,7,3,4,1370
W17847,5,2,2,934
W17848,227,41,525,251033
W17850,15,1,1,385
W17851,15,7,4,4262
W17853,619,40,851,553978
W17855,62,12,24,13869
W17856,2,1,2,367
W17857,7,1,1,254
W17858,13,12,8,7572
W17859,266,30,246,114423
W17860,1,1,1,561
W17861,94,17,49,20579
W17863,29,12,11,6561
W17864,17,15,14,11896
W17865,7,1,2,280
W17866,48,10,8,6279
W17867,4,1,1,804
W17868,258,35,405,211879
W17870,14,13,27,60844
W17871,397,42,385,271405
W17873,1,1,1,1500
W17874,39,21,58,35100
W17875,4,4,3,1117
W17876,3,4,3,2849
W17877,196,31,296,141466
W17878,168,31,136,95186
W17879,274,43,388,196239
W17880,21,3,2,434
W17882,30,9,8,6712
W17883,9,9,6,3241
W17884,2,1,2,1263
W17886,86,21,55,45535
W17889,25,22,23,27993
W17890,44,6,8,2105
W17891,6,10,6,3346
W17892,76,33,134,121275
W17893,1,1,1,555
W17894,34,17,39,30894
W17896,57,22,60,21540
W17897,2,1,1,893
W17899,348,38,433,197997
W17900,72,23,79,35924
W17901,27,15,14,11783
W17903,89,29,140,76426
W17904,3,1,1,216
W17905,29,21,40,29251
W17906,12,9,12,7904
W17907,31,15,11,12522
W17908,2,1,1,221
W17909,8,10,10,4971
W17910,27,15,21,14448
W17911,21,18,23,26340
W17912,10,2,1,101
W17913,5,7,3,2304
W17914,5,6,2,1980
W17915,9,10,2,2275
W17916,3,6,3,3546
W17917,18,17,28,27300
W17919,10,11,8,7339
W17920,4,1,1,0
W17923,96,19,49,19039
W17924,3,6,1,1604
W17925,33,16,14,7638
W17926,4,5,1,1558
W17927,2,3,1,162
W17929,9,9,9,7172
W17930,32,15,19,8857
W17931,10,16,17,15794
W17932,30,9,7,5848
W17933,125,25,107,49692
W17934,9,1,1,296
W17935,10,5,1,1419
W17936,11,2,2,815
W17937,6,3,2,690
W17938,105,26,93,60483
W17939,32,10,9,4687
W17940,6,10,5,5139
W17941,504,39,583,244678
W17942,14,15,19,12675
W17944,5,2,1,223
W17945,14,10,12,4049
W17946,3,1,5,2889
W17947,3,1,2,251
W17948,45,15,17,9738
W17949,57,10,26,11838
W17950,24,20,13,7486
W17952,27,11,9,5756
W17953,26,3,1,384
W17954,23,8,14,11507
W17955,14,18,20,19447
W17956,11,2,2,1022
W17957,6,12,12,13370
W17958,7,2,2,331
W17959,9,1,4,980
W17960,149,22,53,35954
W17962,12,11,4,3600
W17963,5,1,1,280
W17964,353,37,420,245156
W17965,1,1,1,210
W17967,2,1,3,1545
W17968,10,4,2,754
W17969,19,14,9,9491
W17970,1,1,1,0
W17971,24,6,5,5018
W17973,4,10,7,4526
W17975,21,3,2,633
W17976,7,13,6,8880
W17977,18,1,3,3260
W17978,2,6,1,1657
W17980,9,9,7,6778
W17981,2,6,3,3516
W17982,1,1,1,549
W17983,9,2,2,941
W17984,18,16,18,18311
W17985,13,14,24,11941
W17986,6,11,3,3853
W17988,6,2,3,1000
W17989,55,7,11,6869
W17990,2,1,3,3222
W17991,2141,44,2763,1234534
W17992,110,11,293,141297
W17993,14,6,2,790
W17994,7,6,3,3086
W17996,49,24,56,34816
W17998,55,30,84,76932
W18000,30,12,27,8734
W18001,2,1,1,170
W18002,28,22,26,16986
W18003,17,11,6,4695
W18005,8,10,12,9935
W18006,114,17,76,43365
W18007,3,7,6,4489
W18008,85,24,60,32609
W18009,8,8,5,3531
W18010,31,16,14,11198
W18011,291,45,321,388126
W18012,5,10,6,7561
W18013,34,4,8,4224
W18014,21,15,11,13368
W18016,6,1,3,1541
W18017,2,1,1,1033
W18019,28,17,23,24168
W18020,2,1,1,1655
W18021,2,1,1,60
W18022,10,1,1,51
W18023,10,1,1,267
W18024,72,18,33,14765
W18025,14,16,25,14997
W18026,6,5,1,1199
W18027,5,1,3,2331
W18028,5,2,3,1860
W18029,521,44,577,335546
W18030,3,6,8,5001
W18031,35,6,3,1972
W18032,3,2,1,71
W18034,46,22,62,42149
W18035,130,43,349,367432
W18036,83,21,33,20470
W18037,3,4,2,375
W18039,42,20,31,30785
W18040,222,29,110,73540
W18041,24,2,1,141
W18042,5,1,1,0
W18043,4,7,4,2922
W18044,22,11,8,7179
W18045,95,33,94,111258
W18047,206,23,60,46376
W18048,2,4,2,982
W18050,5,1,1,0
W18051,1955,54,2692,1307493
W18052,33,8,18,9196
W18053,3,4,1,604
W18055,36,17,51,29626
W18056,16,9,16,9598
W18057,2,5,2,1676
W18059,3,2,1,274
W18060,145,27,183,73741
W18061,2,1,1,1581
W18062,3,5,1,1552
W18063,7,10,13,10958
W18064,20,20,32,24932
W18066,3,2,3,959
W18067,7,10,14,5025
W18068,1,1,1,897
W18069,3,3,2,1053
W18070,24,4,7,1617
W18071,6,1,2,1344
W18072,6,9,2,2830
W18073,30,11,18,6817
W18074,63,25,64,57360
W18075,5,8,13,7170
W18076,1,1,1,770
